;civilite_dirigeant;fonction_dirigeant;nom_dirigeant;prenom_dirigeant;representants_id;nom_prenom_dirigeant
378;M;Premier Vice-Président de la LNB;BELLON;Martial;196;BELLON Martial
379;M;DIRECTEUR GENERAL;DIXMIER;Stephan;197;DIXMIER Stephan
380;M;Gérant de Caritas Habitat (Bénévole);ROGER;Jean Marc;198;ROGER Jean Marc
381;M;PRESIDENT;DARRASON;Olivier;199;DARRASON Olivier
382;M;Gérant;TARAVELLA;Alain;200;TARAVELLA Alain
383;M;Président;BITTON;André;201;BITTON André
384;M;Président - Directeur Général;CAINE;Patrice;202;CAINE Patrice
385;M;PRESIDENT;LECCIA;Antoine;203;LECCIA Antoine
386;M;DELEGUE GENERAL;OZANAM;Nicolas;203;OZANAM Nicolas
387;M;directeur général;LHEUREUX;Benoit;204;LHEUREUX Benoit
388;M;Président;NEGRE;Stéphane;205;NEGRE Stéphane
389;MME;Présidente;ELGRICHI;Marine;206;ELGRICHI Marine
390;M;PRESIDENT;BOSSUYT;Stéphane;207;BOSSUYT Stéphane
391;M;président;GUYAU;Brice;208;GUYAU Brice
392;M;secretaire général;COUTAND;Eric;208;COUTAND Eric
393;M;PRESIDENT;PIGANIOL;Joel;209;PIGANIOL Joel
394;MME;DIRECTRICE;AMILHAUD - DELRIEU;Caroline;209;AMILHAUD - DELRIEU Caroline
395;M;Gérant;DARRIGADE;Cyrille;210;DARRIGADE Cyrille
396;MME;Déléguée générale;AUDUGÉ;Sophie;211;AUDUGÉ Sophie
397;M;Président;LABOREY;Bernard;212;LABOREY Bernard
398;M;Président;THIEULE;Laurent;213;THIEULE Laurent
399;M;Directeur;JAPPERT;Julian;213;JAPPERT Julian
400;M;Président-Fondateur;PETITHUGUENIN;Jean-Luc;214;PETITHUGUENIN Jean-Luc
401;MME;Présidente Directrice Générale;SCHILLAG;Diana;215;SCHILLAG Diana
402;M;PRESIDENT;MUNEROT;Laurent;216;MUNEROT Laurent
403;MME;SECRETAIRE GENERAL;DO COUTO;Marie-Frederique;216;DO COUTO Marie-Frederique
404;M;2ème VICE PRESIDENT;ORAIN;Jean-Louis;216;ORAIN Jean-Louis
405;M;1er VICE PRESIDENT;BARILLON;Pascal;216;BARILLON Pascal
406;M;Secrétaire Général;MARTZLOFF;Michel;217;MARTZLOFF Michel
407;M;Trésorier;VOISINE;Bertrand;217;VOISINE Bertrand
408;MME;Présidente;DEBRE;Isabelle;217;DEBRE Isabelle
409;MME;Directrice;MORIN;Laura;217;MORIN Laura
410;M;P.D.G;LAMBRECHT;Ben;218;LAMBRECHT Ben
411;M;Président Directeur Général;EYMEOUD;Jean-Baptiste;219;EYMEOUD Jean-Baptiste
412;M;PRESIDENT DEPARTEMENTAL UMIH 09;HUERTAS;Philippe;220;HUERTAS Philippe
413;M;Président;SALDUCCI;Jean-Philippe;221;SALDUCCI Jean-Philippe
414;M;Président;DELAINE;Yves;222;DELAINE Yves
415;M;Délégué Général;BOCQUELET;Hubert;222;BOCQUELET Hubert
416;M;Directeur gérant, executive managing director;SCHELL;Eric;223;SCHELL Eric
417;M;Président;BROUD;Patrick;224;BROUD Patrick
418;MME;Déléguée générale et responsable juridique;FOULON;Samantha;224;FOULON Samantha
419;MME;Trésorière adjointe;HUVELIN;Catherine;225;HUVELIN Catherine
420;MME;Sectétaire adjointe;ABATUT;Christelle;225;ABATUT Christelle
421;M;membre du Bureau;DAMIENS;Olivier;225;DAMIENS Olivier
422;MME;Secrétaire;DEVAUD;Gislaine;225;DEVAUD Gislaine
423;M;membre du Bureau;COIRAULT;Fabien;225;COIRAULT Fabien
424;M;vice-président;TALBOT;Jean-Luc;225;TALBOT Jean-Luc
425;M;vice-président;GUIGNARD;Claude;225;GUIGNARD Claude
426;MME;vice-présidente;BONNEAU;Christine;225;BONNEAU Christine
427;M;Trésorier;CACHET;Jean-François;225;CACHET Jean-François
428;M;Président;DUTRUC;Philippe;225;DUTRUC Philippe
429;M;Directeur général;LEFEVRE;Gérard;225;LEFEVRE Gérard
430;M;Directeur financier;ERIC;Jankowski;226;ERIC Jankowski
431;M;Directeur régional Grand Ouest & Outre-mer;PICHONNAT;Frédéric;226;PICHONNAT Frédéric
432;M;Directeur régional Ile-de-France;SERRANO;Alberto;226;SERRANO Alberto
433;M;Directeur régional Bourgogne Franche-Comté;VELUT;Philippe;226;VELUT Philippe
434;MME;Directrice régionale Nouvelle Aquitaine;VAREZ;Julie;226;VAREZ Julie
435;MME;Directrice régionale Auvergne Rhône-Alpes;ROQUETTE;Marie-Catherine;226;ROQUETTE Marie-Catherine
436;M;Directeur régional PACA Corse;JARRY;Claudy;226;JARRY Claudy
437;M;Président du conseil d'administration;ELEDJAM;Jean-Jacques;226;ELEDJAM Jean-Jacques
438;M;Directeur général;COMBE;Jean-Christophe;226;COMBE Jean-Christophe
439;MME;Directrice des activités bénévoles et de l'engagement;BIDEAU;Anne;226;BIDEAU Anne
440;M;Directeur adjoint des activités bénévoles et de l'engagement;CAHEN;Simon;226;CAHEN Simon
441;M;Directeur régional Normandie;COEFFARD;Ghislain;226;COEFFARD Ghislain
442;M;Directeur régional Occitanie;DUPUY;Olivier;226;DUPUY Olivier
443;M;Directeur général adjoint;BERNFELD;Guy;226;BERNFELD Guy
444;MME;Directrice des métiers sanitaires, sociaux et médico-sociaux;JAMOT;Murielle;226;JAMOT Murielle
445;MME;Directrice de Croix-Rouge insertion;CHAMBRE-SIMEHA;Chloé;226;CHAMBRE-SIMEHA Chloé
446;M;Directeur des régions;SCHWERTZ;Jean-Sébastien;226;SCHWERTZ Jean-Sébastien
447;M;Président Directeur Général;DEREZ;Thierry;227;DEREZ Thierry
448;MME;Présidente;QUEFFÉLEC;Véronique;228;QUEFFÉLEC Véronique
449;M;Président;VARIN;Philippe;229;VARIN Philippe
450;M;Directeur général;MOULIN WRIGHT;Vincent;229;MOULIN WRIGHT Vincent
451;M;Vice-président;DARMAYAN;Philippe;229;DARMAYAN Philippe
452;M;Président Directeur Général;CARETTE;Julien;230;CARETTE Julien
453;M;Président;MARTINET;Yves;231;MARTINET Yves
454;M;Président;TOLO;Jean-Pierre;232;TOLO Jean-Pierre
455;MME;Bâtonnier de Paris;PEYRON;Marie-Aimée;233;PEYRON Marie-Aimée
456;M;Vice-Bâtonnier de Paris;ADER;Basile;233;ADER Basile
457;M;Président;SANCHEZ;Marc;234;SANCHEZ Marc
458;MME;Représentante par délégation;MEDOU-MARERE;Isabelle;235;MEDOU-MARERE Isabelle
459;M;Trésorier;CARCELES;Jean-Paul;235;CARCELES Jean-Paul
460;M;Président;SEEBOTH;Mario;235;SEEBOTH Mario
461;M;Président;PANNAUD;Guillaume;236;PANNAUD Guillaume
462;M;Vice-Président;KORENGOLD;Emlyn;236;KORENGOLD Emlyn
463;MME;Directrice Générale;THOMANN;Anne-Cécile;236;THOMANN Anne-Cécile
464;M;Président;ANRACT;Dominique;237;ANRACT Dominique
465;M;Président;HOT;Bruno;238;HOT Bruno
466;M;Directeur général;DU CRAY;Bertrand;238;DU CRAY Bertrand
467;M;Président depuis le 23/03/2018;BONNET;Vincent;239;BONNET Vincent
468;MME;Directeur Général;HENRY;Madelon;240;HENRY Madelon
469;M;PRESIDENT CCI OUEST NORMANDIE;DUFEU;Daniel;240;DUFEU Daniel
470;M;Directeur Général;GAUTIER;Willy;241;GAUTIER Willy
471;MME;Directrice Générale;RADIX;Lydia;241;RADIX Lydia
472;MME;Président;NOTARIANNI;Anna;241;NOTARIANNI Anna
473;M;Directeur genéral;ROGER;Stephane;241;ROGER Stephane
474;MME;Directrice;BERGER;Cyrielle;242;BERGER Cyrielle
475;M;Président Directeur Général;LEFEBVRE;Romain;243;LEFEBVRE Romain
476;M;Président, Directeur Général;PRIKAZSKY;Marc;244;PRIKAZSKY Marc
477;MME;PRESIDENTE;LABBE;Arlette;245;LABBE Arlette
478;M;Directeur Général;BOIS;Pierre-Emmanuel;246;BOIS Pierre-Emmanuel
479;M;Président;JOUËT;Frédéric;246;JOUËT Frédéric
480;M;PRESIDENT;BOUCHARA;Guillaume;247;BOUCHARA Guillaume
481;MME;Directrice Générale Santé Humaine de Boehringer Ingelheim France;WIJSEN;Christiane;248;WIJSEN Christiane
482;M;Président de Boehringer Ingelheim France;SCHEFTSIK DE SZOLNOK;Jean;248;SCHEFTSIK DE SZOLNOK Jean
483;M;Directeur Finance et Administration;DUCHAMP;Mathieu;248;DUCHAMP Mathieu
484;M;président;LEFEIVRE;Michel;249;LEFEIVRE Michel
485;M;Président Directeur Général;LAYANI;Stéphane;250;LAYANI Stéphane
486;M;Responsable Développement;RIEM;Christian;251;RIEM Christian
487;M;Gérant;GIRE;Pierre Jean;251;GIRE Pierre Jean
488;MME;Responsable Communication;JACQUET;Martine;251;JACQUET Martine
489;MME;Présidente;MAZOYER;Anne;252;MAZOYER Anne
490;M;Président;JAHSHAN;Philippe;253;JAHSHAN Philippe
491;M;directeur exécutif;BLION;Reynald;253;BLION Reynald
492;M;Associé;RIVIÈRE;Vianney;254;RIVIÈRE Vianney
493;M;Directeur Général;SINOU;Bernard;255;SINOU Bernard
494;M;Directeur Général Délégué;MERIEUX;Alexandre;255;MERIEUX Alexandre
495;M;Directeur Général Délégué;BAGUENAULT DE PUCHESSE;Michel;255;BAGUENAULT DE PUCHESSE Michel
496;M;Directeur Général Délégué;LABORDE MEDEVIELLE;Jean-Jacques;255;LABORDE MEDEVIELLE Jean-Jacques
497;M;Président;LUCAS;Didier;256;LUCAS Didier
498;MME;Secrétaire Générale;KERBORIOU;Edwige;256;KERBORIOU Edwige
499;M;PRESIDENT;ENGEL;Xavier;257;ENGEL Xavier
500;M;Président;BOUR;Daniel;258;BOUR Daniel
501;M;Président;PERRIN;Yves;259;PERRIN Yves
502;M;Président;CAVIROT;Johan;260;CAVIROT Johan
503;M;Président;JEAN;Kévin;261;JEAN Kévin
504;M;président;HEGUY;Roland;262;HEGUY Roland
505;M;Directeur général;LUDWICZAK;Artur;263;LUDWICZAK Artur
506;M;Gérant;KAUFFMANN;Adrien;264;KAUFFMANN Adrien
507;M;Président;DE GASQUET;Cyril;265;DE GASQUET Cyril
508;M;Directeur Général;COTTET;Alain;266;COTTET Alain
509;M;Président;PERES;François-Xavier;267;PERES François-Xavier
510;M;Président;ALLART DE HEES;Hervé;268;ALLART DE HEES Hervé
511;M;Premier Vice-Président;DUBOISSET;Gilles;269;DUBOISSET Gilles
512;M;Vice-Président;VAYLET;Jean;269;VAYLET Jean
513;M;Vice-Président;POULET;Jean-Paul;269;POULET Jean-Paul
514;M;Vice-Président;VILLARET;Bernard;269;VILLARET Bernard
515;M;Vice-Président;GUIBERT;Alain;269;GUIBERT Alain
516;M;Vice-Président;DOLLEANS;Jean-Luc;269;DOLLEANS Jean-Luc
517;M;Vice-Président;METRAL;Guy;269;METRAL Guy
518;M;Vice-Président;IMBERTON;Emmanuel;269;IMBERTON Emmanuel
519;M;Vice-Président;PARAIRE;Daniel;269;PARAIRE Daniel
520;M;Vice-Président;GASTINNE;Bruno;269;GASTINNE Bruno
521;M;Trésorier;RAMPA;Pierre;269;RAMPA Pierre
522;M;Secrétaire;SERVANTIE;Stéphane;269;SERVANTIE Stéphane
523;MME;Trésoruère adjointe;BERTILLOT;Agnès;269;BERTILLOT Agnès
524;M;Vice-Président;CLAUDE;Barbin;269;CLAUDE Barbin
525;M;Vice-Président;FONTENAT;Patrice;269;FONTENAT Patrice
526;M;Vice-Président;MAISONNEUVE;Jean-Baptiste;269;MAISONNEUVE Jean-Baptiste
527;M;Président;GUERAND;Philippe;269;GUERAND Philippe
528;M;Président;NICOLAIEFF;Bernard;270;NICOLAIEFF Bernard
529;M;Gérant;MORRIER;Pierre;271;MORRIER Pierre
530;M;Président;JOLY;Stéphane;272;JOLY Stéphane
531;M;Président Directeur Général;JEANTET;Patrick;273;JEANTET Patrick
532;M;Président;TEISSEYRE;Gilles;274;TEISSEYRE Gilles
533;M;Directeur général;POCHEBONNE;Arnaud;275;POCHEBONNE Arnaud
534;M;Vice-Président Sécurité;GUTEN;Michel;276;GUTEN Michel
535;M;Vice-Président Affaires Culturelles;BORGIA;Hugues;276;BORGIA Hugues
536;M;Vice-président Relations investisseurs et foncières;COSTA;Eric;276;COSTA Eric
537;M;Secrétaire général;SANCHEZ;Armand;276;SANCHEZ Armand
538;M;Trésorier;COURT;Jean-François;276;COURT Jean-François
539;M;Président;REINHARDT;Jean-Noël;276;REINHARDT Jean-Noël
540;M;SECRETAIRE;PUZO;Anthony;277;PUZO Anthony
541;M;PRESIDENT;PUZO;Antoine;277;PUZO Antoine
542;M;PRESIDENT;VAN ROBAIS;Arnaud;278;VAN ROBAIS Arnaud
543;M;Président;ALI AMER;Bassel;279;ALI AMER Bassel
544;MME;Directeur Général, Pharmacien Responsable;SEDILOT;Corine;279;SEDILOT Corine
545;M;Vice Président d'ANVOL;HUTTEPAIN;Gilles;280;HUTTEPAIN Gilles
546;MME;Directrice d'ANVOL;RICHARD;Anne;280;RICHARD Anne
547;M;Président d'ANVOL;SCHAEFFER;Jean-Michel;280;SCHAEFFER Jean-Michel
548;M;Délégué Général;BOCQUELET;Hubert;281;BOCQUELET Hubert
549;M;Président;LE SAINT;Loïc;281;LE SAINT Loïc
550;M;Vice-Président;APOSTOLO;François-Xavier;281;APOSTOLO François-Xavier
551;M;Trésorier;SCALA;Olivier;281;SCALA Olivier
552;M;Président;EVRARD;Patrick;282;EVRARD Patrick
553;M;Directeur Général;DUPONT;Grégoire;282;DUPONT Grégoire
554;M;Président de COMILOG France SAS;VERSCHAEVE;Guillaume;283;VERSCHAEVE Guillaume
555;M;Président Directeur Général;JUERY;Pascal;284;JUERY Pascal
556;M;PRESIDENT;RICHARD;Denis;285;RICHARD Denis
557;MME;Présidente;BIGOT;Josiane;286;BIGOT Josiane
558;MME;Administratrice et trésorière;MONTAMAT;Véronique;287;MONTAMAT Véronique
559;M;Administrateur;HARDION;Thierry;287;HARDION Thierry
560;M;Administrateur;BEAUDET;Guy;287;BEAUDET Guy
561;MME;Administratrice;MARQUES DUFOUR;Muriel;287;MARQUES DUFOUR Muriel
562;M;Administrateur;PETIT;Hervé;287;PETIT Hervé
563;MME;Administratrice;DESPIERRE;Sophie;287;DESPIERRE Sophie
564;M;Administrateur et vice président;PREVOST;Emmanuel;287;PREVOST Emmanuel
565;M;Administrateur et vice président;AUBIN;Pierre;287;AUBIN Pierre
566;MME;Administratrice et secrétaire générale;ZERAH;Karine;287;ZERAH Karine
567;MME;Administratrice et présidente;VAN CAUWENBERGE;Isabelle;287;VAN CAUWENBERGE Isabelle
568;M;Directeur général;MARTINEZ;Enrique;288;MARTINEZ Enrique
569;M;Président;PROVOST;Serge;289;PROVOST Serge
570;M;Sécrétaire;OLIVIER;Jean Claude;289;OLIVIER Jean Claude
571;M;Président;QUÉNEL;Nicolas;290;QUÉNEL Nicolas
572;MME;Trésorière;ACATRINEI-ALDEA;Amélie;290;ACATRINEI-ALDEA Amélie
573;M;Fondateur;DUPUI-CASTERES;Arnaud;291;DUPUI-CASTERES Arnaud
574;M;Associé;DIDIER;Guillaume;291;DIDIER Guillaume
575;M;Associé;PORTA;Laurent;291;PORTA Laurent
576;MME;Associée;DUBOS;Corinne;291;DUBOS Corinne
577;M;Président Directeur Général;HACHEMI;Nordine;292;HACHEMI Nordine
578;M;Président;VIGUIER;Pascal;293;VIGUIER Pascal
579;M;Directeur général;BOURGAREL;Damien;293;BOURGAREL Damien
580;M;Président;LETHUILLIER;Jacques;294;LETHUILLIER Jacques
581;M;Président Directeur Général;FIXOT;Jean;295;FIXOT Jean
582;M;Président;BHAGOOA;Yves;296;BHAGOOA Yves
583;M;Président HEINEKEN France;SABRIE;Pascal;297;SABRIE Pascal
584;MME;Secrétaire Générale;PEREZ CASTELLANO;Pascale;297;PEREZ CASTELLANO Pascale
585;M;Président France Boissons;LATOUR;Loic;297;LATOUR Loic
586;MME;Présidente;DAGNOGO;Claire;298;DAGNOGO Claire
587;MME;Présidente;SAMPERMANS;Françoise;299;SAMPERMANS Françoise
588;M;Président;DORE;Christophe;300;DORE Christophe
589;M;GERANT;BISBAU;Alain;301;BISBAU Alain
590;M;Président;MAMBRINI;Francis;302;MAMBRINI Francis
591;M;Président;RONAT;Maurice;303;RONAT Maurice
592;M;Trésorier;RIOTON;Régis;304;RIOTON Régis
593;M;Président;DESSUS;Denis;304;DESSUS Denis
594;MME;vice-présidente;FLICOTEAUX;Valérie;304;FLICOTEAUX Valérie
595;MME;Secrétaire;DESPLANQUES-BETTINGER;Anne;304;DESPLANQUES-BETTINGER Anne
596;M;vice-président;WIRTH;Eric;304;WIRTH Eric
597;MME;Présidente;LUSTMAN;Florence;305;LUSTMAN Florence
598;M;Président;THAUNIER;Emmanuel;306;THAUNIER Emmanuel
599;M;Directeur général;GERVAIS;Bertrand;306;GERVAIS Bertrand
600;M;Président;LOÏS;Mallet;307;LOÏS Mallet
601;MME;Déléguée Générale;ALUNNO;Julie;307;ALUNNO Julie
602;M;Président;MARCELLIN;Marc;308;MARCELLIN Marc
603;M;1er Vice-Président;BENDANO;André;308;BENDANO André
604;M;2ème Vice-Président;CLEMENT;Jean-Louis;308;CLEMENT Jean-Louis
605;M;3ème Vice-Président;CABUZEL;Jacques;308;CABUZEL Jacques
606;M;4ème Vice-Président;GUY;Philippe;308;GUY Philippe
607;M;PRESIDENT;PARAIRE;Daniel;309;PARAIRE Daniel
608;M;Directeur Exécutif;BERTRAND;Patrick;310;BERTRAND Patrick
609;M;Président;WRIGHT;Simon;310;WRIGHT Simon
610;M;Président;GRISET;Alain;311;GRISET Alain
611;M;1er Vice-Président en charge des affaires sociales, des relations du travail et de la parité;LIEBUS;Patrick;311;LIEBUS Patrick
612;M;2e Vice-Président en charge des affaires économiques et fiscales, du développement durable et des territoires;CHASSANG;Michel;311;CHASSANG Michel
613;M;3e Vice-Président en charge de l'éducation, de l'orientation et de la formation;MAUVIGNEY;Joël;311;MAUVIGNEY Joël
614;M;4e Vice-Président en charge des affaires européennes;MARTIN;Pierre;311;MARTIN Pierre
615;M;Secrétaire général;BURBAN;Pierre;311;BURBAN Pierre
616;M;DIRECTEUR GENERAL;VIAL;Augustin;312;VIAL Augustin
617;MME;DIRECTEUR FINANCIER;FOUCART;Claire;312;FOUCART Claire
618;M;Président;BERTIN;Emmanuel;313;BERTIN Emmanuel
619;M;Directeur général;THORAVAL;Gaëtan;314;THORAVAL Gaëtan
620;MME;Président Directeur Général;MEAUX;Anne;315;MEAUX Anne
621;M;Président;WEBER;Jean-Jacques;316;WEBER Jean-Jacques
622;M;président;MARTIN;Philippe;317;MARTIN Philippe
623;M;secrétaire;LALAOUI;Idriss;317;LALAOUI Idriss
624;M;Trésorier;FAYOLAS;Michel;317;FAYOLAS Michel
625;M;membre du CA;LARUELLE;Michel;317;LARUELLE Michel
626;M;membre du CA;TARASSE;Jean-Jacques;317;TARASSE Jean-Jacques
627;M;Président;DELOINGCE;Lionel;318;DELOINGCE Lionel
628;M;Président délégué;VALLUIS;Bernard;318;VALLUIS Bernard
629;M;PRÉSIDENT;BARTHOLOMÉ;Francis;319;BARTHOLOMÉ Francis
630;M;DÉLÉGUÉ GÉNÉRAL;HORENT;Xavier;319;HORENT Xavier
631;M;Président;DE ROTHSCHILD;Edouard;320;DE ROTHSCHILD Edouard
632;M;Directeur Général;DELLOYE;Olivier;320;DELLOYE Olivier
633;M;Président;COINTREAU;Jean-Pierre;321;COINTREAU Jean-Pierre
634;M;Président;JACQUEMARD;Christophe;322;JACQUEMARD Christophe
635;M;Secrétaire Général;JOLION;Frédéric;322;JOLION Frédéric
636;MME;Présidente;QUILÈS;Emmanuelle;323;QUILÈS Emmanuelle
637;M;Président;MIRIBEL;Benoît;324;MIRIBEL Benoît
638;MME;Déléguée générale;DE DURFORT;Béatrice;324;DE DURFORT Béatrice
639;M;Président;LEROUX;Alain;325;LEROUX Alain
640;M;Directeur Général;DUFOURCQ;Nicolas;326;DUFOURCQ Nicolas
641;M;Président;VILON;Jean-Marc;327;VILON Jean-Marc
642;MME;Délégué Général;PALLE-GUILLABERT;Françoise;327;PALLE-GUILLABERT Françoise
643;M;Président;FORMAGLIO;Francis;328;FORMAGLIO Francis
644;M;Président;DE LARMINAT;Guillaume;329;DE LARMINAT Guillaume
645;MME;CEO;PAROT;Caroline;330;PAROT Caroline
646;M;Deputy CEO;RUGGIERO;Fabrizio;330;RUGGIERO Fabrizio
647;M;Deputy CEO;MCCALL;Ken;330;MCCALL Ken
648;M;Administrateur;WEINTRITT;Volker;331;WEINTRITT Volker
649;MME;Administratrice;VALERO ARNAL;Esther;331;VALERO ARNAL Esther
650;M;Directeur associé;SEMELLE;Jacques-Henri;332;SEMELLE Jacques-Henri
651;M;Directeur associé;BERT;Joseph;332;BERT Joseph
652;M;Directeur général;BOURET;Thomas;333;BOURET Thomas
653;M;DG;COUASNET;Sébastien;334;COUASNET Sébastien
654;MME;Secrétaire et Trésorière;NGO MOUSSI;Angele;335;NGO MOUSSI Angele
655;M;Co-fondateur et Président;KERMALVEZEN (FOURNIS);Arthur;335;KERMALVEZEN (FOURNIS) Arthur
656;M;Président;PARGNEAUX;Gilles;336;PARGNEAUX Gilles
657;M;Directeur général;LINETTE;Cyril;337;LINETTE Cyril
658;M;Président du conseil d'administration;MÉHEUT;Bertrand;337;MÉHEUT Bertrand
659;MME;Directeur général;FAGE;Yasmine;338;FAGE Yasmine
660;M;Président;VARSAVSKY;Martin;338;VARSAVSKY Martin
661;M;Président;TARRACH;Martin;339;TARRACH Martin
662;M;Président;HEINZLEF;Olivier;340;HEINZLEF Olivier
663;M;Trésorier;COURAULT;Guillaume;340;COURAULT Guillaume
664;M;Secrétaire général;CAUDARD;Regis;340;CAUDARD Regis
665;M;Président;SANNINO;Patrick;341;SANNINO Patrick
666;M;Président;LOING;Ange;342;LOING Ange
667;M;PRESIDENT;VENTRE;Marc;343;VENTRE Marc
668;M;DIRECTEUR GENERAL;PEYRAT;Olivier;343;PEYRAT Olivier
669;M;Président;CAMUS;Hubert;344;CAMUS Hubert
670;M;Vice-Président;LEVY-WAITZ;Patrick;344;LEVY-WAITZ Patrick
671;M;Délégué Général;GARCIA;Cyril;344;GARCIA Cyril
672;M;Président;DENIAU;Patrice;345;DENIAU Patrice
673;MME;Directrice;GOTHIÈRE;Brigitte;346;GOTHIÈRE Brigitte
674;MME;Présidente;DUFOURMENTELLE;Juliette;347;DUFOURMENTELLE Juliette
675;MME;Gérant;D'ARCHIMBAUD;Isaure;348;D'ARCHIMBAUD Isaure
676;M;Directeur Général;GUILLEMOT;Philippe;349;GUILLEMOT Philippe
677;M;Président;COJAN;Gilles;349;COJAN Gilles
678;MME;Déléguée Générale Adjointe;THOMAS;Diane;350;THOMAS Diane
679;M;Président;ALBRIEUX;Pierre;350;ALBRIEUX Pierre
680;M;Délégué Général Adjoint;CHUFFART;Yoann;350;CHUFFART Yoann
681;M;Directeur général adjoint;DUVIEUSART;Pierre;351;DUVIEUSART Pierre
682;M;Directeur des opérations;EDMONT;Olivier;351;EDMONT Olivier
683;M;Directeur général;TROUVE;Thierry;351;TROUVE Thierry
684;M;Directeur du domaine de l'offre;COTIN;Pierre;351;COTIN Pierre
685;MME;Présidente;CYGLER;Barbara;352;CYGLER Barbara
686;M;Délégué Général;SABLIER;Bertrand;353;SABLIER Bertrand
687;M;Secrétaire général;ABBATUCCI;Séverin;353;ABBATUCCI Séverin
688;M;Président;CHANUT;Jacques;353;CHANUT Jacques
689;M;Président;QUIVOGNE;Jean-Luc;354;QUIVOGNE Jean-Luc
690;MME;Directrice générale;ASTIER;Caroline;354;ASTIER Caroline
691;M;Président;CHARLET;David;355;CHARLET David
692;M;Président-Directeur Général;MALLET;Thierry;356;MALLET Thierry
693;M;Président;LOMBARD;Armand;357;LOMBARD Armand
694;M;Trésorier;CONSTANT;Jean-Pierre;357;CONSTANT Jean-Pierre
695;M;Président;TRAPPIER;Eric;358;TRAPPIER Eric
696;M;Délégué Général;BOURLOT;Pierre;358;BOURLOT Pierre
697;M;Président;SALUSTRO;Olivier;359;SALUSTRO Olivier
698;MME;Présidente-Directrice générale;VEIL;Sibyle;360;VEIL Sibyle
699;M;Président;GOUEDARD;Frédéric;361;GOUEDARD Frédéric
700;M;Secrétaire Général;JUGNET;Fabrice;362;JUGNET Fabrice
701;M;Président;BARILLON;Pascal;362;BARILLON Pascal
702;M;Avocat;WILLEMS;Frédéric;363;WILLEMS Frédéric
703;M;Président national;RAMILLON-DEFFARGES;Renaud;364;RAMILLON-DEFFARGES Renaud
704;M;Secrétaire général;HUET;Laurent;364;HUET Laurent
705;M;Vice-Président;PROUZEAU;Stéphane;365;PROUZEAU Stéphane
706;M;Trésorier;BARTA;Guy;365;BARTA Guy
707;M;Secrétaire;ROQUIN;Laurent;365;ROQUIN Laurent
708;M;Président;JANOT;Lionel;365;JANOT Lionel
709;M;Président Directeur Géneral;SAVARY;Gilles;366;SAVARY Gilles
710;M;CEO;DE NICOLAŸ;Jean Aymard;367;DE NICOLAŸ Jean Aymard
711;MME;Présidente;DEMESSINE;Michelle;368;DEMESSINE Michelle
712;M;Gérant;LAMOTHE;Bruno;369;LAMOTHE Bruno
713;M;Président directeur général;FOURNET;Jean-Marie;370;FOURNET Jean-Marie
714;M;Directeur général délégué;WALTHER;Frédéric;370;WALTHER Frédéric
715;M;président;DE-WARREN;Nicolas;371;DE-WARREN Nicolas
716;MME;Présidente;ETCHEGOYHEN;Christine;372;ETCHEGOYHEN Christine
717;MME;Vice-Présidente;PÉNALBA;Anne;372;PÉNALBA Anne
718;M;Directeur Général;PATIN;Pierre-Henri;373;PATIN Pierre-Henri
719;M;Directeur Général;BELLANDI;Michele;373;BELLANDI Michele
720;MME;Directeur Général Délégué;LACHAT;Raphaelle;373;LACHAT Raphaelle
721;MME;Pharmacien Responsable;LACHAT;Raphaelle;373;LACHAT Raphaelle
722;M;Président;GRIST;Ashley;373;GRIST Ashley
723;MME;Présidente;GROZELIER;Isabelle;374;GROZELIER Isabelle
724;M;Président;GERIN;Christian;375;GERIN Christian
