;secteur_activite;representants_id
965;Recherche, innovation;229
966;Fiscalité, finances publiques;229
967;Environnement;229
968;Numérique;229
969;Propriété intellectuelle;229
970;Banques, assurances, secteur financier;230
971;Concurrence, consommation;230
972;Economie;230
973;Energie;230
974;Numérique;230
975;Santé, sécurité sociale;231
976;Commerce extérieur;232
977;Concurrence, consommation;232
978;Propriété intellectuelle;232
979;Travail, emploi, solidarité;233
980;Justice;233
981;Numérique;233
982;Professions réglementées;233
983;Propriété intellectuelle;233
984;Questions migratoires;233
985;Questions de société;233
986;Concurrence, consommation;234
987;Economie;234
988;Fiscalité, finances publiques;234
989;Environnement;234
990;Santé, sécurité sociale;234
991;Travail, emploi, solidarité;235
992;Travail, emploi, solidarité;236
993;Environnement;236
994;Logement, aménagement du territoire, urbanisme;236
995;Numérique;236
996;Santé, sécurité sociale;236
997;Transports, logistique;236
998;Agriculture, alimentation, pêche;237
999;Agriculture, alimentation, pêche;238
1000;Fiscalité, finances publiques;238
1001;Outre-mer;238
1002;Santé, sécurité sociale;238
1003;Questions de société;238
1004;Agriculture, alimentation, pêche;239
1005;Economie;240
1006;Education, enseignement supérieur, formation;240
1007;Recherche, innovation;240
1008;Environnement;240
1009;Agriculture, alimentation, pêche;241
1010;Travail, emploi, solidarité;242
1011;Fiscalité, finances publiques;242
1012;Economie;243
1013;Fiscalité, finances publiques;243
1014;Outre-mer;243
1015;Santé, sécurité sociale;243
1016;Agriculture, alimentation, pêche;244
1017;Recherche, innovation;244
1018;Santé, sécurité sociale;244
1019;Economie;245
1020;Travail, emploi, solidarité;245
1021;Fiscalité, finances publiques;245
1022;Environnement;245
1023;Logement, aménagement du territoire, urbanisme;245
1024;Economie;246
1025;Travail, emploi, solidarité;246
1026;Fiscalité, finances publiques;246
1027;Santé, sécurité sociale;246
1028;Sports, loisirs, tourisme;246
1029;Economie;247
1030;Recherche, innovation;247
1031;Fiscalité, finances publiques;247
1032;Santé, sécurité sociale;247
1033;Recherche, innovation;248
1034;Santé, sécurité sociale;248
1035;Arts, patrimoine culturel;249
1036;Travail, emploi, solidarité;249
1037;Agriculture, alimentation, pêche;250
1038;Commerce extérieur;250
1039;Concurrence, consommation;250
1040;Economie;250
1041;Environnement;250
1042;Transports, logistique;250
1043;Education, enseignement supérieur, formation;251
1044;Travail, emploi, solidarité;251
1045;Gouvernance d’entreprise;251
1046;Environnement;251
1047;Numérique;251
1048;Questions de société;251
1049;Banques, assurances, secteur financier;252
1050;Economie;252
1051;Travail, emploi, solidarité;252
1052;Recherche, innovation;252
1053;Logement, aménagement du territoire, urbanisme;252
1054;Numérique;252
1055;Santé, sécurité sociale;252
1056;Questions de société;252
1057;Affaires étrangères, coopération internationale;253
1058;Agriculture, alimentation, pêche;253
1059;Environnement;253
1060;Questions migratoires;253
1061;Questions de société;253
1062;Fiscalité, finances publiques;254
1063;Logement, aménagement du territoire, urbanisme;254
1064;Santé, sécurité sociale;255
1065;Agriculture, alimentation, pêche;256
1066;Travail, emploi, solidarité;256
1067;Fiscalité, finances publiques;256
1068;Environnement;256
1069;Economie;257
1070;Fiscalité, finances publiques;257
1071;Environnement;257
1072;Energie;258
1073;Fiscalité, finances publiques;258
1074;Environnement;258
1075;Banques, assurances, secteur financier;259
1076;Travail, emploi, solidarité;259
1077;Santé, sécurité sociale;259
1078;Affaires étrangères, coopération internationale;260
1079;Travail, emploi, solidarité;260
1080;Justice;260
1081;Pouvoirs publics, institutions, fonction publique;260
1082;Questions de société;260
1083;Education, enseignement supérieur, formation;261
1084;Recherche, innovation;261
1085;Environnement;261
1086;Questions de société;261
1087;Economie;262
1088;Travail, emploi, solidarité;262
1089;Fiscalité, finances publiques;262
1090;Numérique;262
1091;Sports, loisirs, tourisme;262
1092;Santé, sécurité sociale;263
1093;Recherche, innovation;264
1094;Gouvernance d’entreprise;264
1095;Numérique;264
1096;Propriété intellectuelle;264
1097;Communications électroniques;264
1098;Economie;265
1099;Economie;266
1100;Education, enseignement supérieur, formation;266
1101;Travail, emploi, solidarité;266
1102;Professions réglementées;266
1103;Santé, sécurité sociale;266
1104;Santé, sécurité sociale;267
1105;Questions de société;267
1106;Travail, emploi, solidarité;268
1107;Fiscalité, finances publiques;268
1108;Gouvernance d’entreprise;268
1109;Logement, aménagement du territoire, urbanisme;268
1110;Pouvoirs publics, institutions, fonction publique;268
1111;Commerce extérieur;269
1112;Economie;269
1113;Education, enseignement supérieur, formation;269
1114;Logement, aménagement du territoire, urbanisme;269
1115;Pouvoirs publics, institutions, fonction publique;269
1116;Fiscalité, finances publiques;270
1117;Gouvernance d’entreprise;270
1118;Numérique;270
1119;Pouvoirs publics, institutions, fonction publique;270
1120;Agriculture, alimentation, pêche;271
1121;Concurrence, consommation;271
1122;Fiscalité, finances publiques;271
1123;Environnement;271
1124;Professions réglementées;271
1125;Santé, sécurité sociale;272
1126;Transports, logistique;273
1127;Energie;274
1128;Recherche, innovation;274
1129;Environnement;274
1130;Pouvoirs publics, institutions, fonction publique;274
1131;Transports, logistique;274
1132;Agriculture, alimentation, pêche;275
1133;Banques, assurances, secteur financier;275
1134;Fiscalité, finances publiques;275
1135;Environnement;275
1136;Santé, sécurité sociale;275
1137;Transports, logistique;275
1138;Concurrence, consommation;276
1139;Travail, emploi, solidarité;276
1140;Logement, aménagement du territoire, urbanisme;276
1141;Sports, loisirs, tourisme;276
1142;Professions réglementées;277
1143;Santé, sécurité sociale;277
1144;Transports, logistique;277
1145;Défense, sécurité;278
1146;Recherche, innovation;279
1147;Santé, sécurité sociale;279
1148;Agriculture, alimentation, pêche;280
1149;Agriculture, alimentation, pêche;281
1150;Travail, emploi, solidarité;281
1151;Environnement;281
1152;Banques, assurances, secteur financier;282
1153;Concurrence, consommation;282
1154;Travail, emploi, solidarité;282
1155;Fiscalité, finances publiques;282
1156;Santé, sécurité sociale;282
1157;Economie;283
1158;Energie;283
1159;Environnement;283
1160;Travail, emploi, solidarité;284
1161;Energie;284
1162;Recherche, innovation;284
1163;Fiscalité, finances publiques;284
1164;Environnement;284
1165;Economie;285
1166;Education, enseignement supérieur, formation;285
1167;Travail, emploi, solidarité;285
1168;Fiscalité, finances publiques;285
1169;Santé, sécurité sociale;286
1170;Questions de société;286
1171;Travail, emploi, solidarité;287
1172;Fiscalité, finances publiques;287
1173;Justice;287
1174;Numérique;287
1175;Pouvoirs publics, institutions, fonction publique;287
1176;Santé, sécurité sociale;287
1177;Concurrence, consommation;288
1178;Economie;288
1179;Travail, emploi, solidarité;288
1180;Médias, industries culturelles;288
1181;Numérique;288
1182;Agriculture, alimentation, pêche;289
1183;Economie;289
1184;Travail, emploi, solidarité;289
1185;Energie;289
1186;Recherche, innovation;289
1187;Fiscalité, finances publiques;289
1188;Environnement;289
1189;Justice;289
1190;Logement, aménagement du territoire, urbanisme;289
1191;Pouvoirs publics, institutions, fonction publique;289
1192;Santé, sécurité sociale;289
1193;Questions de société;289
1194;Transports, logistique;289
1195;Défense, sécurité;290
1196;Justice;290
1197;Pouvoirs publics, institutions, fonction publique;290
1198;Fiscalité, finances publiques;291
1199;Justice;291
1200;Logement, aménagement du territoire, urbanisme;291
1201;Médias, industries culturelles;291
1202;Professions réglementées;291
1203;Santé, sécurité sociale;291
1204;Transports, logistique;291
1205;Logement, aménagement du territoire, urbanisme;292
1206;Agriculture, alimentation, pêche;293
1207;Recherche, innovation;293
1208;Gouvernance d’entreprise;293
1209;Environnement;293
1210;Banques, assurances, secteur financier;294
1211;Travail, emploi, solidarité;294
1212;Santé, sécurité sociale;294
1213;Environnement;295
1214;Banques, assurances, secteur financier;296
1215;Travail, emploi, solidarité;296
1216;Outre-mer;296
1217;Santé, sécurité sociale;296
1218;Agriculture, alimentation, pêche;297
1219;Transports, logistique;297
1220;Education, enseignement supérieur, formation;298
1221;Travail, emploi, solidarité;298
1222;Recherche, innovation;298
1223;Logement, aménagement du territoire, urbanisme;298
1224;Transports, logistique;298
1225;Travail, emploi, solidarité;299
1226;Fiscalité, finances publiques;299
1227;Numérique;299
1228;Concurrence, consommation;300
1229;Education, enseignement supérieur, formation;300
1230;Travail, emploi, solidarité;300
1231;Professions réglementées;300
1232;Agriculture, alimentation, pêche;301
1233;Economie;301
1234;Environnement;301
1235;Santé, sécurité sociale;301
1236;Transports, logistique;301
1237;Numérique;302
1238;Pouvoirs publics, institutions, fonction publique;302
1239;Santé, sécurité sociale;302
1240;Fiscalité, finances publiques;303
1241;Pouvoirs publics, institutions, fonction publique;303
1242;Santé, sécurité sociale;303
1243;Banques, assurances, secteur financier;303
1244;Concurrence, consommation;303
1245;Arts, patrimoine culturel;304
1246;Environnement;304
1247;Logement, aménagement du territoire, urbanisme;304
1248;Professions réglementées;304
1249;Banques, assurances, secteur financier;305
1250;Economie;305
1251;Fiscalité, finances publiques;305
1252;Numérique;305
1253;Economie;306
1254;Education, enseignement supérieur, formation;306
1255;Recherche, innovation;306
1256;Logement, aménagement du territoire, urbanisme;306
1257;Transports, logistique;306
1258;Education, enseignement supérieur, formation;307
1259;Environnement;307
1260;Economie;308
1261;Education, enseignement supérieur, formation;308
1262;Travail, emploi, solidarité;308
1263;Fiscalité, finances publiques;308
1264;Santé, sécurité sociale;308
1265;Commerce extérieur;309
1266;Economie;309
1267;Education, enseignement supérieur, formation;309
1268;Logement, aménagement du territoire, urbanisme;309
1269;Pouvoirs publics, institutions, fonction publique;309
1270;Affaires étrangères, coopération internationale;310
1271;Economie;311
1272;Education, enseignement supérieur, formation;311
1273;Travail, emploi, solidarité;311
1274;Fiscalité, finances publiques;311
1275;Santé, sécurité sociale;311
1276;Agriculture, alimentation, pêche;312
1277;Concurrence, consommation;312
1278;Fiscalité, finances publiques;312
1279;Santé, sécurité sociale;312
1280;Santé, sécurité sociale;313
1281;Energie;314
1282;Logement, aménagement du territoire, urbanisme;314
1283;Banques, assurances, secteur financier;315
1284;Concurrence, consommation;315
1285;Economie;315
1286;Fiscalité, finances publiques;315
1287;Logement, aménagement du territoire, urbanisme;315
1288;Médias, industries culturelles;315
1289;Numérique;315
1290;Propriété intellectuelle;315
1291;Transports, logistique;315
1292;Arts, patrimoine culturel;316
1293;Défense, sécurité;316
1294;Economie;316
1295;Education, enseignement supérieur, formation;316
1296;Travail, emploi, solidarité;316
1297;Education, enseignement supérieur, formation;317
1298;Environnement;317
1299;Logement, aménagement du territoire, urbanisme;317
1300;Santé, sécurité sociale;317
1301;Questions de société;317
1302;Sports, loisirs, tourisme;317
1303;Agriculture, alimentation, pêche;318
1304;Economie;318
1305;Travail, emploi, solidarité;318
1306;Fiscalité, finances publiques;318
1307;Transports, logistique;318
1308;Economie;319
1309;Travail, emploi, solidarité;319
1310;Fiscalité, finances publiques;319
1311;Environnement;319
1312;Transports, logistique;319
1313;Agriculture, alimentation, pêche;320
1314;Pouvoirs publics, institutions, fonction publique;320
1315;Sports, loisirs, tourisme;320
1316;Travail, emploi, solidarité;321
1317;Economie;322
