;domaines_intervention_actions_menees;activite_id
1212;Prévention;606
1213;Soins et maladies;606
1214;Système de santé et médico-social;606
1215;Taxes;607
1216;Marché du numérique;607
1217;E-commerce;608
1218;Taxes;609
1219;E-commerce;609
1220;Prévention;610
1221;Soins et maladies;610
1222;Système de santé et médico-social;610
1223;E-commerce;611
1224;Industrie agroalimentaire;612
1225;Taxes;613
1226;Impôts;613
1227;E-commerce;614
1228;E-commerce;615
1229;Sécurité et normes alimentaires;616
1230;Industrie agroalimentaire;616
1231;Dialogue social;617
1232;Droit du travail;617
1233;Industrie agroalimentaire;618
1234;Sécurité et normes alimentaires;619
1235;Industrie agroalimentaire;619
1236;Industrie agroalimentaire;620
1237;Agriculture;620
1238;Remboursements;621
1239;Système de santé et médico-social;621
1240;PME/TPE;622
1241;Partenariats public/privé;622
1242;Développement économique des outre-mer;622
1243;Marché du numérique;622
1244;E-commerce;622
1245;PME/TPE;623
1246;Développement économique des outre-mer;623
1247;Services postaux;623
1248;Marché du numérique;623
1249;E-commerce;623
1250;Marché du numérique;624
1251;E-commerce;624
1252;Transports alternatifs;625
1253;Système de santé et médico-social;626
1254;Energies renouvelables;627
1255;Energies renouvelables;628
1256;E-commerce;629
1257;Prévention;630
1258;Médicaments;630
1259;Soins et maladies;630
1260;Système de santé et médico-social;630
1261;Taxes;631
1262;Politique industrielle;631
1263;Industrie agroalimentaire;631
1264;Prévention;632
1265;Médicaments;632
1266;Système de santé et médico-social;632
1267;PME/TPE;633
1268;Services postaux;633
1269;Marché du numérique;633
1270;E-commerce;633
1271;Droit de la concurrence;634
1272;PME/TPE;634
1273;Droit d'auteur;634
1274;Marché du numérique;634
1275;E-commerce;634
1276;PME/TPE;635
1277;Partenariats public/privé;635
1278;Marché du numérique;635
1279;E-commerce;635
1280;PME/TPE;636
1281;Aides aux entreprises;636
1282;Partenariats public/privé;636
1283;E-commerce;636
1284;Taxes;637
1285;PME/TPE;637
1286;Taxation;637
1287;Marché du numérique;637
1288;E-commerce;637
1289;PME/TPE;638
1290;Partenariats public/privé;638
1291;Marché du numérique;638
1292;E-commerce;638
1293;Energies renouvelables;639
1294;Prévention;640
1295;Système de santé et médico-social;640
1296;Impact de l'activité industrielle;641
1297;Aide au développement;641
1298;Agriculture;641
1299;Impact des transports individuels;642
1300;Transports alternatifs;642
1301;Infrastructures;642
1302;Agriculture;643
1303;Agriculture;644
1304;Agriculture;645
1305;Agriculture;646
1306;Agriculture;647
1307;Agriculture;648
1308;Agriculture;649
1309;Agriculture;650
1310;Agriculture;651
1311;Agriculture;652
1312;Agriculture;653
1313;Agriculture;654
1314;Agriculture;655
1315;Formation professionnelle;656
1316;Sécurité et normes alimentaires;656
1317;Industrie agroalimentaire;656
1318;Développement des territoires;656
1319;Agriculture;656
1320;Développement des territoires;657
1321;Agriculture;657
1322;Normes de production;658
1323;Sécurité et normes alimentaires;658
1324;Industrie agroalimentaire;658
1325;Agriculture;658
1326;Accords internationaux;658
1327;Formation professionnelle;659
1328;Industrie agroalimentaire;659
1329;Développement des territoires;659
1330;Agriculture;659
1331;Développement des territoires;660
1332;Agriculture;660
1333;Normes de production;661
1334;Sécurité et normes alimentaires;661
1335;Industrie agroalimentaire;661
1336;Agriculture;661
1337;Accords internationaux;661
1338;Occupation des sols;662
1339;Construction;662
1340;Développement des territoires;662
1341;Industrie agroalimentaire;663
1342;Agriculture;663
1343;Industrie agroalimentaire;664
1344;Agriculture;664
1345;Droit de la concurrence;665
1346;Industrie agroalimentaire;665
1347;PME/TPE;666
1348;Industrie agroalimentaire;666
1349;Agriculture;666
1350;Protection des données;667
1351;Marché du numérique;667
1352;Liberté d’expression et d’information;668
1353;Protection des données;669
1354;Accès à l’Internet;670
1355;Education;670
1356;Jeux-vidéo;670
1357;Musique;670
1358;Marché du numérique;670
1359;Agriculture;671
1360;Dialogue social;672
1361;Droit du travail;672
1362;Agriculture;672
1363;Qualité de l'eau;673
1364;Eaux;673
1365;Développement des territoires;673
1366;Agriculture;673
1367;Développement des territoires;674
1368;Agriculture;674
1369;Agriculture;675
1370;Qualité de l'eau;676
1371;Agriculture;676
1372;Eaux;677
1373;Agriculture;677
1374;Agriculture;678
1375;Agriculture;679
1376;Droit du travail;680
1377;Agriculture;680
1378;Développement des territoires;681
1379;Agriculture;681
1380;Agriculture;682
1381;Chasse;683
1382;Agriculture;683
1383;Agriculture;684
1384;Qualité de l'eau;685
1385;Eaux;685
1386;Développement des territoires;685
1387;Agriculture;685
1388;Aides aux entreprises;686
1389;Bien-être animal;686
1390;Développement des territoires;686
1391;Agriculture;686
1392;Agriculture;687
1393;Agriculture;688
1394;Agriculture;689
1395;Agriculture;690
1396;Sécurité et normes alimentaires;691
1397;Agriculture;691
1398;Accords internationaux;691
1399;Agriculture;692
1400;Chasse;693
1401;Développement des territoires;693
1402;Agriculture;693
1403;Eaux;694
1404;Agriculture;694
1405;Education;695
1406;Politique industrielle;696
1407;Industrie agroalimentaire;697
1408;Industrie agroalimentaire;698
1409;Médicaments;699
1410;Soins et maladies;699
1411;Agriculture;699
1412;Energies fossiles;699
1413;Industrie aérospatiale;699
1414;Médicaments;700
1415;Soins et maladies;700
1416;Agriculture;700
1417;Energies fossiles;700
1418;Industrie aérospatiale;700
1419;Agriculture;701
1420;Agriculture;702
1421;Agriculture;703
1422;Agriculture;704
1423;Développement des territoires;705
1424;Agriculture;705
1425;Agriculture;706
1426;Agriculture;707
1427;Dépollution;708
1428;Déchets;708
1429;Logement;709
1430;Taxes;710
1431;Impôts;710
1432;Médicaments;711
1433;Prévention;712
1434;Soins et maladies;712
1435;Système de santé et médico-social;712
1436;Médicaments;713
1437;Logement;714
1438;Taxes;715
1439;Soins et maladies;716
1440;Système de santé et médico-social;716
1441;Taxes;717
1442;Justice pénale;717
1443;Justice pénale;718
1444;Taxes;719
1445;Prévention;720
1446;Industrie agroalimentaire;721
1447;Agriculture;721
1448;Accès à la culture;722
1449;Taxes;723
1450;Impôts;723
1451;Aides aux entreprises;723
1452;Marchés réglementés;723
1453;Développement des territoires;723
1454;Brevet;724
1455;Recherche et innovation;724
1456;Assurances;725
1457;Protection des données;726
1458;Marché du numérique;726
1459;Impôts;727
1460;Brevet;727
1461;Protection des données;728
1462;Finances;729
1463;Liberté d’expression et d’information;730
1464;Finances;731
1465;Assurances;731
1466;Liberté d’expression et d’information;732
1467;Presse écrite;732
1468;Education;733
1469;Formation professionnelle;733
1470;Handicap;733
1471;Recherche et innovation;733
1472;Enseignement supérieur;733
1473;Soins et maladies;734
1474;Système de santé et médico-social;734
1475;Sécurité et normes alimentaires;735
1476;Industrie agroalimentaire;735
1477;Agriculture;735
1478;Recherche et innovation;736
1479;Marché du numérique;736
1480;Brevet;737
1481;Recherche et innovation;737
1482;Finances;738
1483;Dépollution;739
1484;Déchets;739
1485;Retraites;740
1486;Recherche et innovation;740
1487;Industrie agroalimentaire;741
1488;Industrie agroalimentaire;742
1489;Dépollution;743
1490;Déchets;743
1491;Qualité de l'eau;743
1492;Impact de l'activité industrielle;743
1493;Taxes;744
1494;Dialogue social;744
1495;Droit du travail;744
1496;Budget;744
1497;Transport de voyageurs;745
1498;Dépollution;746
1499;Déchets;746
1500;Retraites;747
1501;Agriculture;748
1502;Politique industrielle;749
1503;Politique industrielle;750
1504;Agriculture;750
1505;Taxes;751
1506;Impôts;751
1507;Politique industrielle;751
1508;Industrie agroalimentaire;751
1509;Agriculture;752
1510;Education;753
1511;Formation professionnelle;753
1512;Handicap;753
1513;Recherche et innovation;753
1514;Enseignement supérieur;753
1515;Retraites;754
1516;Retraites;755
1517;Politique industrielle;756
1518;Agriculture;756
1519;Agriculture;757
1520;Politique industrielle;758
1521;Agriculture;758
1522;Transport de voyageurs;759
1523;Taxes;760
1524;Dialogue social;760
1525;Droit du travail;760
1526;Budget;760
1527;Qualité de l'eau;761
1528;Sécurité et normes alimentaires;761
1529;Politique industrielle;762
1530;Taxes;763
1531;Taxes;764
1532;Dialogue social;764
1533;Droit du travail;764
1534;Budget;764
1535;Assurance chômage;765
1536;Dialogue social;765
1537;Droit du travail;765
1538;Dépollution;766
1539;Déchets;766
1540;Système de santé et médico-social;767
1541;Marché du numérique;767
1542;Taxes;768
1543;Impôts;768
1544;PME/TPE;768
1545;Industrie agroalimentaire;768
1546;Développement des territoires;768
1547;Prévention;769
1548;Politique industrielle;769
1549;Industrie agroalimentaire;769
1550;Brevet;770
1551;Recherche et innovation;770
1552;Education;771
1553;Formation professionnelle;771
1554;Transport de voyageurs;772
1555;Déchets;773
1556;Médicaments;774
1557;Soins et maladies;774
1558;Système de santé et médico-social;774
1559;Transport de voyageurs;775
1560;PME/TPE;776
1561;Patrimoine;776
1562;Industrie agroalimentaire;776
1563;Développement des territoires;776
1564;Agriculture;776
1565;Transport de voyageurs;777
1566;Retraites;778
1567;Transport de voyageurs;779
1568;Taxes;780
1569;Impôts;780
1570;PME/TPE;780
1571;Industrie agroalimentaire;780
1572;Développement des territoires;780
1573;Taxes;781
1574;Impôts;781
1575;PME/TPE;781
1576;Industrie agroalimentaire;781
1577;Développement des territoires;781
1578;Industrie agroalimentaire;782
1579;Agriculture;782
1580;Patrimoine;783
1581;Développement des territoires;783
1582;Energies renouvelables;784
1583;Energies fossiles;784
1584;Energie nucléaire;784
1585;Logement;785
1586;Construction;785
1587;Accès à la culture;786
1588;Education;786
1589;Politique industrielle;787
1590;Impact de l'activité industrielle;787
1591;Industrie agroalimentaire;787
1592;Déchets;788
1593;Politique industrielle;788
1594;Impact de l'activité industrielle;788
1595;Déchets;789
1596;Energies renouvelables;789
1597;Energies fossiles;789
1598;Logement;790
1599;Construction;790
1600;Politique industrielle;791
1601;Impact de l'activité industrielle;791
1602;Industrie agroalimentaire;791
1603;Transport de voyageurs;792
1604;Infrastructures;792
1605;Education;793
1606;Formation professionnelle;793
1607;Handicap;793
1608;Recherche et innovation;793
1609;Enseignement supérieur;793
1610;PME/TPE;794
1611;Patrimoine;794
1612;Industrie agroalimentaire;794
1613;Développement des territoires;794
1614;Agriculture;794
1615;PME/TPE;795
1616;Patrimoine;795
1617;Industrie agroalimentaire;795
1618;Développement des territoires;795
1619;Agriculture;795
1620;Transport de fret;796
1621;Transport de voyageurs;796
1622;Infrastructures;796
1623;Protection des données;797
1624;Marché du numérique;797
1625;Sécurité routière;797
1626;PME/TPE;798
1627;Patrimoine;798
1628;Industrie agroalimentaire;798
1629;Développement des territoires;798
1630;Agriculture;798
1631;Transport de voyageurs;799
1632;Transports alternatifs;799
1633;Infrastructures;799
1634;Dialogue social;800
1635;Droit du travail;800
1636;Formation professionnelle;800
1637;PME/TPE;801
1638;Patrimoine;801
1639;Industrie agroalimentaire;801
1640;Développement des territoires;801
1641;Agriculture;801
1642;Accès à l’Internet;802
1643;Protection des données;802
1644;Marché du numérique;802
1645;Dialogue social;803
1646;PME/TPE;803
1647;Droit du travail;803
1648;Aides aux entreprises;803
1649;Formation professionnelle;803
1650;Dialogue social;804
1651;Aides aux entreprises;804
1652;Formation professionnelle;804
1653;Dialogue social;805
1654;Droit du travail;805
1655;Marchés réglementés;805
1656;Marché du numérique;805
1657;Education;806
1658;Formation professionnelle;806
1659;Handicap;806
1660;Recherche et innovation;806
1661;Enseignement supérieur;806
1662;Education;807
1663;Handicap;807
1664;Enseignement supérieur;807
1665;Dialogue social;808
1666;Droit du travail;808
1667;Formation professionnelle;808
1668;Marchés réglementés;808
1669;Politique industrielle;808
1670;Dialogue social;809
1671;Droit du travail;809
1672;Politique industrielle;809
1673;Marché du numérique;809
1674;E-commerce;809
1675;Dialogue social;810
1676;Droit du travail;810
1677;Formation professionnelle;810
1678;Politique industrielle;810
1679;Retraites;811
1680;Assurance chômage;811
1681;Dialogue social;811
1682;Droit du travail;811
1683;Dialogue social;812
1684;Droit du travail;812
1685;Formation professionnelle;812
1686;Education;813
1687;Formation professionnelle;813
1688;Enseignement supérieur;813
1689;Développement des territoires;813
1690;Education;814
1691;Formation professionnelle;814
1692;Handicap;814
1693;Enseignement supérieur;814
1694;Taxes;815
1695;Dialogue social;815
1696;PME/TPE;815
1697;Droit du travail;815
1698;Assurance chômage;816
1699;Dialogue social;816
1700;Droit du travail;816
1701;Dialogue social;817
1702;Droit du travail;817
1703;Marchés réglementés;817
1704;Marché du numérique;817
1705;Transport de voyageurs;818
1706;Agriculture;819
1707;Transport de fret;820
1708;Dialogue social;821
1709;Droit du travail;821
1710;Droit du travail;822
1711;Remboursements;822
1712;Système de santé et médico-social;822
1713;Budget;822
1714;Transport de fret;823
1715;Infrastructures;823
1716;Transport de fret;824
1717;Transport de voyageurs;825
1718;Remboursements;826
1719;Prévention;826
1720;Soins et maladies;826
1721;Système de santé et médico-social;826
1722;Politique industrielle;827
1723;Système de santé et médico-social;827
1724;Impact de l'activité industrielle;827
1725;Prévention;828
1726;Soins et maladies;828
1727;Système de santé et médico-social;828
1728;Taxes;829
1729;Prévention;829
1730;Industrie agroalimentaire;829
1731;Taxation;829
1732;Taxes;830
1733;Industrie agroalimentaire;830
1734;Agriculture;830
1735;Taxation;830
1736;Budget;830
1737;Bâtiments et travaux publics;831
1738;Transport de voyageurs;832
1739;Bâtiments et travaux publics;832
1740;Logement;832
1741;Construction;832
1742;Infrastructures;832
1743;Remboursements;833
1744;Prévention;833
1745;Médicaments;833
1746;Soins et maladies;833
1747;Système de santé et médico-social;833
1748;Taxes;834
1749;Impôts;834
1750;Politique industrielle;834
