;civilite_collaborateur;fonction_collaborateur;nom_collaborateur;prenom_collaborateur;representants_id;nom_prenom_collaborateur
353;M;ADMINISTRATEUR;DEFOND;Jeremy;109;DEFOND Jeremy
354;M;ADMINISTRATEUR;BARON;Pascal;109;BARON Pascal
355;M;Adhérent;DUPIN;Baptiste;109;DUPIN Baptiste
356;M;Adhérent;CARTREAU;Bastien;109;CARTREAU Bastien
357;M;Secrétaire général;THUILLIER;Frédéric;110;THUILLIER Frédéric
358;M;Délégué Général;VERITE;Hugues;111;VERITE Hugues
359;M;Vice président Affaires publiques & RSE;COX;Leonard;112;COX Leonard
360;M;Directeur Ethique et Affaires juridiques;CHAMPEAU;Guillaume;112;CHAMPEAU Guillaume
361;M;Vice-président Advocacy;NITOT;Tristan;112;NITOT Tristan
362;M;Conseiller Stratégie;MENARD;Sébastien;112;MENARD Sébastien
363;M;Animateur;FAGES;Marc Henri;113;FAGES Marc Henri
364;MME;Animatrice;AZAM;Laure;113;AZAM Laure
365;MME;Coordinatrice service syndical;LIQUIERE;Justine;113;LIQUIERE Justine
366;MME;;ROBIC;Khristelle;114;ROBIC Khristelle
367;MME;Chargée de Projets;NICOT;Anne-Lise;115;NICOT Anne-Lise
368;MME;Chargée de Projets;MOLLICA;Laure;115;MOLLICA Laure
369;MME;Directrice Affaires publiques;GAUTIER;Marie-Axelle;116;GAUTIER Marie-Axelle
370;M;Président;COUE;Thierry;117;COUE Thierry
371;MME;Directrice;COMBOT-MADEC;Fabienne;117;COMBOT-MADEC Fabienne
372;M;Président;LOTTEAU;Laurent;118;LOTTEAU Laurent
373;M;Directeur du Pôle conseil;BRACQ;David;118;BRACQ David
374;M;Consultant;SENCE;Erwan;118;SENCE Erwan
375;MME;Directrice générale adjointe;LASOU;Eleonor;118;LASOU Eleonor
376;MME;Consultante;LENNE;Audrey;118;LENNE Audrey
377;MME;;FERRAN;Laurene;118;FERRAN Laurene
378;MME;;AILANE;Sophia;118;AILANE Sophia
379;MME;;DANILEIKO;Svetlana;118;DANILEIKO Svetlana
380;M;;VESSELINOFF;Maxime;118;VESSELINOFF Maxime
381;MME;;BOEUF;Manon;118;BOEUF Manon
382;MME;;ARRAS;Ghania;118;ARRAS Ghania
383;MME;;JARRY;Chloé;118;JARRY Chloé
384;M;;BOUKHATEM;Matthieu;118;BOUKHATEM Matthieu
385;M;;DETRY;Elisabeth;119;DETRY Elisabeth
386;M;Directeur du développement économique et territorial;BONNET;Bruno;119;BONNET Bruno
387;MME;Directrice des formalités;RAMOS;Marie;119;RAMOS Marie
388;M;Directeur du centre de formation;CARRE;Romuald;119;CARRE Romuald
389;M;Responsable d'antenne économique;BONNELUCQ;Sébastien;119;BONNELUCQ Sébastien
390;M;Responsable d'antenne économique;MENEGATTI;Emmanuel;119;MENEGATTI Emmanuel
391;M;Responsable d'antenne économique;BOUVIER;Laurent;119;BOUVIER Laurent
392;M;Responsable d'antenne économique;PAVIOT;Jean-Pierre;119;PAVIOT Jean-Pierre
393;M;Responsable d'antenne économique;FOUQUIAU;Nicolas;119;FOUQUIAU Nicolas
394;M;2ème vice-président;MARTA;Claude;119;MARTA Claude
395;M;Trésorier;PINEAU;Pascal;119;PINEAU Pascal
396;M;3ème vice-présidente;NEURANTER;Annie;119;NEURANTER Annie
397;M;1er vice-président;FROMENTIN;Thierry;119;FROMENTIN Thierry
398;MME;Elue;GARCELON;Meggie;119;GARCELON Meggie
399;M;élu;KSOUROU;Mohammed;119;KSOUROU Mohammed
400;MME;élue;BONNET;Corinne;119;BONNET Corinne
401;M;Secrétaire;TELLIER;Claude;119;TELLIER Claude
402;M;élu;LAMBERT;Jean-Yves;119;LAMBERT Jean-Yves
403;MME;élue;GALLAND;Maryvonne;119;GALLAND Maryvonne
404;M;élu;LAIRD;Dominique;119;LAIRD Dominique
405;MME;élue;FOUACHE;Marianne;119;FOUACHE Marianne
406;M;élu;BERNARDI;Willfried;119;BERNARDI Willfried
407;M;élu;LELY;Cédric;119;LELY Cédric
408;MME;élue;MARIAGE;Françoise;119;MARIAGE Françoise
409;M;élu;D'EXPORT;Gérard;119;D'EXPORT Gérard
410;M;élu;LEGRAND;Alain;119;LEGRAND Alain
411;MME;élue;OUCHENE;Anabela;119;OUCHENE Anabela
412;M;élu;FAISANDEL;Damien;119;FAISANDEL Damien
413;M;élu;CHAVANTON;Patrick;119;CHAVANTON Patrick
414;MME;élue;DIOUF;Fatouma;119;DIOUF Fatouma
415;M;élu;ZAJD;Jean-Pierre;119;ZAJD Jean-Pierre
416;M;élu;MILOSAVLJEVIC;Serbobran;119;MILOSAVLJEVIC Serbobran
417;MME;élue;TIFFONNET;Stéphanie;119;TIFFONNET Stéphanie
418;M;;FENECH;Georges;120;FENECH Georges
419;MME;Présidente;BOUILHAGUET;Emmanuelle;121;BOUILHAGUET Emmanuelle
420;MME;Secrétaire générale (employée);MÉNARD;Marie;121;MÉNARD Marie
421;MME;Secrétaire Générale;PELLAT-FINET;Sylvie;122;PELLAT-FINET Sylvie
422;M;1er Vice-Président Trésorier;BROGLIO;Jean-Louis;122;BROGLIO Jean-Louis
423;M;Vice-Président Industrie;KRAAN;Gilles;122;KRAAN Gilles
424;M;Vice-Président Services;ROBIN;Didier;122;ROBIN Didier
425;M;Vice-Président Artisanat;OCCELLI;Michaël;122;OCCELLI Michaël
426;MME;Secrétaire;BRAILLON;Anne;122;BRAILLON Anne
427;MME;Secrétaire;HUGUES;Fabienne;122;HUGUES Fabienne
428;MME;Secrétaire;ROYER;Stéphanie;122;ROYER Stéphanie
429;M;Secrétaire;MARTINET;Gérard;122;MARTINET Gérard
430;M;Président du Directoire;SAADA;Maxime;123;SAADA Maxime
431;M;Directeur Général du Directoire;SAADA;Maxime;123;SAADA Maxime
432;M;Président du Conseil de surveillance de GROUPE CANAL+;THIERY;Jean-Christophe;123;THIERY Jean-Christophe
433;M;Directeur Général Adjoint en charge de la France;CADORET;Frank;123;CADORET Frank
434;M;Secrétaire Général;CREPIN;Frédéric;123;CREPIN Frédéric
435;M;Directeur Général Adjoint en charge des Finances et de la Stratégie;CASTAING;Grégoire;123;CASTAING Grégoire
436;MME;Directeur Juridique GROUPE CANAL+;MENASE;Laetitia;123;MENASE Laetitia
437;MME;Directrice des Affaires Règlementaires;GINESTE;Pascaline;123;GINESTE Pascaline
438;M;Directeur Général des Antennes et des Programmes du Groupe;VIRET;Gérald-Brice;123;VIRET Gérald-Brice
439;M;Directeur des Affaires Européennes;ROY;Christophe;123;ROY Christophe
440;MME;Directrice Sécurité;BOYER;Céline;123;BOYER Céline
441;M;Directeur des Chaînes Thématiques et des Contenus de l’offre Canal;JURAMIE;Jean-Marc;123;JURAMIE Jean-Marc
442;M;Directeur des Affaires Publiques du Groupe;WITCHITZ;Christophe;123;WITCHITZ Christophe
443;MME;Responsable des Affaires Publiques;MEYNARD;Amelie;123;MEYNARD Amelie
444;MME;ANIMATRICE;HERPIN;Alice;124;HERPIN Alice
445;M;Président;ROBARDEY;Philippe;125;ROBARDEY Philippe
446;M;Chef de cabinet;RESTIER;Boris;125;RESTIER Boris
447;MME;Cheffe de cabinet;HIRSCHI;Juliette;125;HIRSCHI Juliette
448;M;Président;LABBEZ;Guillaume;126;LABBEZ Guillaume
449;M;consultant;BENHAMOU;Sacha;126;BENHAMOU Sacha
450;M;Country Manager;BEHEM;Jordane;127;BEHEM Jordane
451;MME;Senior Legal Counsel;CIORDIA;Alice;127;CIORDIA Alice
452;M;;BARITAUX;Julien;128;BARITAUX Julien
453;M;Délégué Général;GARNIER;Nicolas;128;GARNIER Nicolas
454;M;Résponsable du pôle déchets;CASTAGNO;Olivier;128;CASTAGNO Olivier
455;MME;Délégué Générale adjointe;PURDUE;Julie;128;PURDUE Julie
456;MME;Résponsable du pôle eau;FLORIAT;Muriel;128;FLORIAT Muriel
457;MME;Responsable du pôle juridique et institutionnelle;MAZABRARD;Delphine;128;MAZABRARD Delphine
458;MME;;MONEL;Clemence;129;MONEL Clemence
459;MME;;DE VILLIERS DE LA NOUE;Juliette;130;DE VILLIERS DE LA NOUE Juliette
460;M;président;BOISNON;Thierry;131;BOISNON Thierry
461;M;Secrétaire Général;CHARRIERE;Marc;131;CHARRIERE Marc
462;M;President Bell Labs France;BEYLAT;Jean-Luc;131;BEYLAT Jean-Luc
463;M;;SCELLES;Patrick;132;SCELLES Patrick
464;M;Secrétaire Général;BAILLET;Francis;132;BAILLET Francis
465;M;Président;NICOLLE;Jean-Michel;133;NICOLLE Jean-Michel
466;MME;Déléguée Générale;MESSIER;Séverine;133;MESSIER Séverine
467;M;Vice-Président;BECARD;Francis;133;BECARD Francis
468;M;Responsable relations institutionnelles et Communication;PIO;Matthias;134;PIO Matthias
469;M;Directeur de la communication et des affaires publiques;BRUNSCHVICG;Xavier;134;BRUNSCHVICG Xavier
470;M;Directeur de la communication et des affaires publiques;MARBOIS;Pascal;134;MARBOIS Pascal
471;MME;;SAIMAN;Marine;134;SAIMAN Marine
472;M;Directeur des affaires publiques, juridiques et de la communication;SENSI-MINAUTIER;Eric;134;SENSI-MINAUTIER Eric
473;MME;Responsable des affaires publiques;BASTAERT;Agnès;135;BASTAERT Agnès
474;M;Administrateur;JOYARD;Nicolas;136;JOYARD Nicolas
475;M;Administrateur;GAYOU;David;136;GAYOU David
476;M;Administrateur;MORLIER;Tangui;136;MORLIER Tangui
477;M;Administrateur;OOGHE-TABANOU;Benjamin;136;OOGHE-TABANOU Benjamin
478;MME;Administrateur;VERGNOLLE;Suzanne;136;VERGNOLLE Suzanne
479;M;Directeur Général;LEDEMAY;Alain;137;LEDEMAY Alain
480;M;Président du Conseil d'Administration;BOURRISSOUX;Louis;137;BOURRISSOUX Louis
481;M;Directeur Général Délégué;TREMBLAY;Marc;137;TREMBLAY Marc
482;M;;TURCHET;Thibault;138;TURCHET Thibault
483;MME;Directrice;BERLINGEN;Flore;138;BERLINGEN Flore
484;MME;Responsable du plaidoyer;CHÂTEL;Laura;138;CHÂTEL Laura
485;M;Responsable des affaires juridiques;TURCHET;Thibault;138;TURCHET Thibault
486;MME;;CHAMBONCEL;Léa;139;CHAMBONCEL Léa
487;MME;Responsable Plaidoyer;PRUCHON;Florine;140;PRUCHON Florine
488;M;Responsable du Département Prospectives et Plaidoyer;LAUD;Hervé;140;LAUD Hervé
489;M;PRESIDENT;THEVENET;Regis;141;THEVENET Regis
490;M;VICE-PRÉSIDENT;PASCUAL;Emmanuel;141;PASCUAL Emmanuel
491;M;VICE-PRÉSIDENT;SAHUC;Pierre-Antoine;141;SAHUC Pierre-Antoine
492;MME;VICE-PRÉSIDENTE;STEENKISTE;Marie;141;STEENKISTE Marie
493;M;SECRETAIRE GENERAL;RIDOUX;Samuel;141;RIDOUX Samuel
494;MME;Directrice Adjointe;JOHNSON;Sandrine;142;JOHNSON Sandrine
495;MME;Directeur des Relations Institutionnelles;GIRY;Pascale;143;GIRY Pascale
496;MME;DIRECTEUR GENERAL;PRADEL;Florence;144;PRADEL Florence
497;M;;FONTENAT;Patrice;144;FONTENAT Patrice
498;MME;Co-présidente;LEPAGE;Corinne;145;LEPAGE Corinne
499;MME;Co-présidente;MAESTRONI;Myriam;145;MAESTRONI Myriam
500;M;Trésorier;RIBAULT;Romuald;145;RIBAULT Romuald
501;M;Responsable des Affaires publiques;JULIAN;Adrien;146;JULIAN Adrien
502;MME;;GUYOT;Marie;147;GUYOT Marie
503;MME;Directrice des Relations Institutionnelles;GUITTARD-LOSAY;Isabelle;148;GUITTARD-LOSAY Isabelle
504;MME;Présidente;FANDRE;Capucine;149;FANDRE Capucine
505;M;Directeur conseil;MORILLION;Clément;149;MORILLION Clément
506;MME;Directrice Parlement;JULLIEN;Murielle;149;JULLIEN Murielle
507;M;Consultant senior;CHARPENTIER;Thibault;149;CHARPENTIER Thibault
508;M;Consultant;BERTHAULT-BARRENECHEA;Antoine;149;BERTHAULT-BARRENECHEA Antoine
509;M;Consultant;BERNARD;Rémi;149;BERNARD Rémi
510;MME;Chargée de missions;PEREIRA;Aurélie;149;PEREIRA Aurélie
511;MME;Chargée de missions;BEKHOUCHE;Hanane;149;BEKHOUCHE Hanane
512;M;Chargé de missions;ROGER;Loïc;149;ROGER Loïc
513;MME;Directrice des relations intitutionnelles et de la RSE;ALLARD;Christine;150;ALLARD Christine
514;M;Président du Conseil d'administration;MINC;Alain;150;MINC Alain
515;M;Directeur général;QUÉMARD;Arnaud;150;QUÉMARD Arnaud
516;MME;Responsable des relations institutionnelles;ACKERMAN;Olga;150;ACKERMAN Olga
517;M;Secrétaire Général;D'HAUSSONVILLE;Rainier;150;D'HAUSSONVILLE Rainier
518;M;Directeur associé;DE ROMANCE;Timothé;151;DE ROMANCE Timothé
519;M;Directeur général;LAMARQUE;Gilles;151;LAMARQUE Gilles
520;M;Consultant;THALLER;Thibaut;151;THALLER Thibaut
521;M;Consultant;DESFOUX;Yohann;151;DESFOUX Yohann
522;M;Directeur conseil;BING;Pierre-Yves;151;BING Pierre-Yves
523;MME;Directrice conseil;LINDSTEDT;Sabina;151;LINDSTEDT Sabina
524;M;Consultant;ARBOGAST;Rémi;151;ARBOGAST Rémi
525;MME;Consultante;PENCHAUD;Clémence;151;PENCHAUD Clémence
526;M;Consultant senior;FAVAREL;Gabriel;151;FAVAREL Gabriel
527;M;Directeur des Relations Extérieures;CAVANAGH;Jean Frank;152;CAVANAGH Jean Frank
528;MME;;PIMENTEL;Virginie;153;PIMENTEL Virginie
529;M;Directeur;GRIMAULT;Roland;153;GRIMAULT Roland
530;M;Conseil;GENET;Philippe;154;GENET Philippe
531;M;Délégué Général;REBOLLO;Hervé;154;REBOLLO Hervé
532;M;Président;ROTH;Guillaume;155;ROTH Guillaume
533;M;Vice-Président et Trésorier;BOUYER;Jacques;155;BOUYER Jacques
534;M;Vice-Président;ORCEL;Lionel;155;ORCEL Lionel
535;MME;Vice-Présidente;BIANNIC;Marie-Laure;155;BIANNIC Marie-Laure
536;M;Vice-Président;LE CALVEZ;Yann;155;LE CALVEZ Yann
537;MME;Administrateur;BRUN;Hélène;155;BRUN Hélène
538;M;Administrateur;BECID;Pierre;155;BECID Pierre
539;M;Administrateur;RAUX;Antoine;155;RAUX Antoine
540;M;Directeur Général;MARQUET;Nicolas;155;MARQUET Nicolas
541;MME;Administrateur;MORA-MATEL;Patricia;155;MORA-MATEL Patricia
542;M;;MORET-BAILLY;Joël;156;MORET-BAILLY Joël
543;M;Consultant;DE DURAT;Guillaume;157;DE DURAT Guillaume
544;M;Président;MAILLARD;Philippe;158;MAILLARD Philippe
545;MME;Déléguée Générale;OLIVIER;Muriel;158;OLIVIER Muriel
546;M;Vice-Président;DELALANDE;Jean-Christophe;158;DELALANDE Jean-Christophe
547;MME;Présidente de la Commission Affaires Européennes;MARTIN;Isabelle;158;MARTIN Isabelle
548;MME;;AUBERT;Juliette;158;AUBERT Juliette
549;M;Chargé de mission;DENIS;Benjamin;158;DENIS Benjamin
550;MME;Directrice générale;ANDRIEUX;Vérionique;159;ANDRIEUX Vérionique
551;MME;Responsable des campagnes;MOITIÉ;Chloé;159;MOITIÉ Chloé
552;MME;Chargée de plaidoyer et campagnes;PEYRE;Coline;159;PEYRE Coline
553;M;Chargé de plaidoyer et campagnes;MEUNIER;Antoine;159;MEUNIER Antoine
554;MME;Chargée de plaidoyer et campagnes;KACPRZAK;Juliette;159;KACPRZAK Juliette
555;MME;Responsable du plaidoyer;LAUDON;Isabelle;159;LAUDON Isabelle
556;M;Coordinateur réseau économie verte;MAUDINET;Antoine;159;MAUDINET Antoine
557;M;Responsable de Programmes Climat, Énergie et Villes durables;CANNET;Pierre;159;CANNET Pierre
558;M;Responsable Agriculture et Alimentation;GAUFFIER;Arnaud;159;GAUFFIER Arnaud
559;M;Directeur adjoint, finance verte;KRIMPHOFF;Jochen;159;KRIMPHOFF Jochen
560;M;Chargé de programme Finance Verte;BLUET;Hugo;159;BLUET Hugo
561;M;Président;BOURY;Paul;160;BOURY Paul
562;M;Directeur général;TALLON;Pascal;160;TALLON Pascal
563;M;Associé principal;PIOT;Antoine;160;PIOT Antoine
564;MME;Associée principale;TODOROVIC;Gorica;160;TODOROVIC Gorica
565;M;Directeur associé;FAURE;Benjamin;160;FAURE Benjamin
566;M;Directeur conseil;CHARTIER;Victor;160;CHARTIER Victor
567;MME;Consultante;NEWMAN;Jane;160;NEWMAN Jane
568;M;Directeur conseil;LALANNE;Simon;160;LALANNE Simon
569;MME;Consultante junior;MOULAI;Charlotte;160;MOULAI Charlotte
570;M;;PONT-NOURAT;Philippe;161;PONT-NOURAT Philippe
571;M;;LEROY;Thomas;162;LEROY Thomas
572;M;Vice-Président;LHOMME;Philippe;162;LHOMME Philippe
573;M;Secrétaire Général;BOUTIN;Alain;162;BOUTIN Alain
574;M;Vice-Président;MOUTAFIS;Patrick;162;MOUTAFIS Patrick
575;M;Secrétaire Général Adjoint;MARION;Stéphane;162;MARION Stéphane
576;M;Trésorier;PERRIER;Rémi;162;PERRIER Rémi
577;M;Vice-Président;CHARDONNET;Pascal;162;CHARDONNET Pascal
578;MME;membre conseil administration;QUERARD;Catherine;162;QUERARD Catherine
579;MME;membre conseil administration;LEGRAND;Françoise;162;LEGRAND Françoise
580;M;membre conseil administration;ROBIN;Christophe;162;ROBIN Christophe
581;M;membre conseil administration;BEAUVAIS;Arnaud;162;BEAUVAIS Arnaud
582;M;membre conseil administration;LHUILLERY;Thierry;162;LHUILLERY Thierry
583;MME;Déléguée générale;DE LABRIFFE;Hortense;163;DE LABRIFFE Hortense
584;MME;Assistante;LEGGIO;Laurence;163;LEGGIO Laurence
585;M;Directeur Juridique;BOUQUET;Gaël;164;BOUQUET Gaël
586;M;Directeur Economie, Statistiques et Transports;DEBAR;Pierre-Louis;164;DEBAR Pierre-Louis
587;M;Directeur Affaires Environnementales et Techniques;LE BIGOT;Nicolas;164;LE BIGOT Nicolas
588;MME;Directeur Affaires Internationales;IANCULESCU;Maria;164;IANCULESCU Maria
589;MME;Directeur Sécurité Routière et Responsabilité Sociétale de l'entreprise;DE SAINT-GERMAIN;Stéphanie;164;DE SAINT-GERMAIN Stéphanie
590;MME;Chargée d'études Economie et Transports;GUILLON;Aurélia;164;GUILLON Aurélia
591;M;Chargé de projets Affaires Environnementales et Techniques;MASSIP;Gaultier;164;MASSIP Gaultier
592;MME;Chargée de missions législatives;MIGNOTTE;Nelly;164;MIGNOTTE Nelly
593;MME;Juriste;RAMPIN;Christine;164;RAMPIN Christine
594;M;Chargé de projets Affaires Environnementales et Techniques;SONAN;Raymond;164;SONAN Raymond
595;MME;Chargée des affaires parlementaires;D’HARCOURT;Louise;164;D’HARCOURT Louise
596;M;;CHARDON;François;165;CHARDON François
597;MME;Consultante;PRÉFOL;Sophie;165;PRÉFOL Sophie
598;MME;;FELD;Audrey;166;FELD Audrey
599;MME;Responsable des Affaires Extèrieures Essilor France;THUOT-TAVERNIER;Sophie;166;THUOT-TAVERNIER Sophie
600;M;Président;STALTER;Bernard;167;STALTER Bernard
601;M;Secrétaire Général;GASSMANN;Claude;167;GASSMANN Claude
602;MME;Cabinet du Président - relation de presse;BIEBER;Anne;167;BIEBER Anne
603;MME;Responsable Communication et Affaires publiques;CANNESSON;Claire;168;CANNESSON Claire
604;M;Directeur;VAUCELLE;Aurélien;168;VAUCELLE Aurélien
605;MME;Responsable Mécénat;LARGOUET;Audrey;168;LARGOUET Audrey
606;M;Responsable du service Economique et International;SIMON;Jérôme;168;SIMON Jérôme
607;MME;Juriste;ROBY;Mathilde;168;ROBY Mathilde
608;M;Président;DECERLE;Jérémy;168;DECERLE Jérémy
609;M;Secrétaire général;VANDAELE;Samuel;168;VANDAELE Samuel
610;M;Vice-Président;GATOUILLAT;Baptiste;168;GATOUILLAT Baptiste
611;M;Vice-Président;CLAVEL;Aurélien;168;CLAVEL Aurélien
612;M;Administrateur;FAUCHEUX;Basile;168;FAUCHEUX Basile
613;M;Vice-président;SARTHOU;Nicolas;168;SARTHOU Nicolas
614;M;Directeur Juridique, Social et Relations institutionnelles;GUYONNET;Loys;169;GUYONNET Loys
615;M;Chargé de mission relations publiques;BUNOUST-BECQUES;Florian;169;BUNOUST-BECQUES Florian
616;M;Directeur Général;LESIEUR;Jacques;170;LESIEUR Jacques
617;M;Président;SAVARINO;Jean-Pierre;170;SAVARINO Jean-Pierre
618;M;Directeur des affaires gouvernementales Europe du Sud;GERAUD DE LESCAZES;Frederic;171;GERAUD DE LESCAZES Frederic
619;MME;Responsable des relations institutionnelles;BONJOUR;Delphine;172;BONJOUR Delphine
620;MME;Responsable du département Traite des êtres humains, mineurs isolés, justice juvénile;COLAS;Geneviève;172;COLAS Geneviève
621;M;Responsable du département accueil et droits des étrangers;GIOVANNONI;Laurent;172;GIOVANNONI Laurent
622;MME;Responsable du plaidoyer international;JOHANN;Emilie;172;JOHANN Emilie
623;M;Chargé de plaidoyer finance;NIAUDET;Grégoire;172;NIAUDET Grégoire
624;MME;Chargée de plaidoyer droit à l'alimentation;LICKEL;Sara;172;LICKEL Sara
625;M;Coordinateur de la campagne Tournons la page;DUARTE;Laurent;172;DUARTE Laurent
626;M;Directeur de la Direction Action et Plaidoyer France - Europe;MERCKAERT;Jean;172;MERCKAERT Jean
627;M;Avocat - Représentant d'intérêts;CHARAT;Thomas;173;CHARAT Thomas
628;MME;Head of Public Affairs;ASSELOT;Sophie;174;ASSELOT Sophie
629;M;Directeur;THEPOT;Yann;175;THEPOT Yann
630;MME;Déléguée Générale;WALDTEUFEL;Sophie;176;WALDTEUFEL Sophie
631;M;Directeur Affaires Publiques et Gouvernementales;DE LA FOUCHARDIÈRE;Bertrand;177;DE LA FOUCHARDIÈRE Bertrand
632;MME;Directeur Affaires Publiques et Gouvernementales;LENTZ;Adeline;177;LENTZ Adeline
633;M;Directeur Général;KNOCHE;Philippe;178;KNOCHE Philippe
634;M;Directeur des Affaires publiques;LAFERRÈRE;Armand;178;LAFERRÈRE Armand
635;MME;Directrice des Affaires publiques France;AUGÉ;Morgane;178;AUGÉ Morgane
636;M;Chargé de mission affaires publiques;CHOL;Alexis;178;CHOL Alexis
637;MME;ANIMATRICE;REVOLON;Delphine;179;REVOLON Delphine
638;M;Directeur des Affaires Juridiques et Règlementaires;MOUTTE-CARUEL;Benjamin;180;MOUTTE-CARUEL Benjamin
639;MME;Secrétaire générale;COLLIN;Sylvie;181;COLLIN Sylvie
640;M;;MALACHE;Abdenabi;182;MALACHE Abdenabi
641;M;directeur général délégué;SIRET;Willy;183;SIRET Willy
642;MME;Directrice des Relations institutionnelles;GOURDIN;Marie-Laetitia;184;GOURDIN Marie-Laetitia
643;M;Responsable des Affaires Publiques;TISSERAND;Stéphane;185;TISSERAND Stéphane
644;M;Président;MAHE;Dominique;185;MAHE Dominique
645;M;Chargé d'affaires publiques;ALLENET;Guillaume;185;ALLENET Guillaume
646;M;Directeur de cabinet du Directeur général;DELAGE;Luc;185;DELAGE Luc
647;M;Directeur général;DEMURGER;Pascal;185;DEMURGER Pascal
648;MME;Directrice de la communication et de l'advocacy;FRAIGNEAU;Véronique;186;FRAIGNEAU Véronique
649;M;Directeur des affaires réglementaires et techniques;MILLET;Hervé;186;MILLET Hervé
650;M;Directeur général Région Ouest Europe;QUENET;Eric;186;QUENET Eric
651;M;Directeur des Affaires Publiques;BEAUREPAIRE;Emmanuel;187;BEAUREPAIRE Emmanuel
652;M;Conseiller Affaires publiques;FAINSILBER;Lucas;188;FAINSILBER Lucas
653;MME;Responsable du bureau;GLÉMET;Sophie;188;GLÉMET Sophie
654;M;;HEIMBURGER;Jean-Luc;189;HEIMBURGER Jean-Luc
655;M;Secrétaire Général;PITTALIS;Patrick;190;PITTALIS Patrick
656;MME;Déléguée au Développement Durable;VIDELAINE;Isabelle;190;VIDELAINE Isabelle
657;M;Responsable des affaires juridiques;VIANO;Olivier;190;VIANO Olivier
658;MME;Assistante direction générale;COHEN;Véronique;190;COHEN Véronique
659;MME;;COHEN;Veronique;190;COHEN Veronique
660;M;Président directeur général;LEFRANCOIS;Rock;191;LEFRANCOIS Rock
661;MME;Membre du conseil d'administration;BÉRARD;Marie-Hélène;191;BÉRARD Marie-Hélène
662;M;Président du conseil d’administration;GIUSTRA;Robert;191;GIUSTRA Robert
663;MME;Présidente;GUIZOUARN;Kristell;192;GUIZOUARN Kristell
664;M;Secrétaire Général;CORBEL;Sylvain;192;CORBEL Sylvain
665;M;Directeur Adjoint des Services;LANZ;Rodolphe;193;LANZ Rodolphe
666;MME;Déléguée Générale;BERTHELOT;Florence;193;BERTHELOT Florence
667;MME;;CHARRIER;Elisabeth;193;CHARRIER Elisabeth
668;M;;DALY;Benoit;193;DALY Benoit
669;M;;GRUMIAUX;Thierry;193;GRUMIAUX Thierry
670;MME;;MERVILLE;Marie-Laure;193;MERVILLE Marie-Laure
671;MME;;NIKITSENKA;Veselina;193;NIKITSENKA Veselina
672;M;;POUMEROULIE;Erwan;193;POUMEROULIE Erwan
673;M;;SORMANI;Nicolas;193;SORMANI Nicolas
674;M;;BESSIERE;Jérôme;193;BESSIERE Jérôme
