;action_menee;action_representation_interet_id;action_menee_autre
416;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;218;
417;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;218;
418;Organiser des discussions informelles ou des réunions en tête-à-tête;219;
419;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;219;
420;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;219;
421;Envoyer des pétitions, lettres ouvertes, tracts;219;
422;Organiser des discussions informelles ou des réunions en tête-à-tête;220;
423;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;220;
424;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;220;
425;Etablir une correspondance régulière (par courriel, par courrier…);220;
426;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;221;
427;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;222;
428;Envoyer des pétitions, lettres ouvertes, tracts;222;
429;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;223;
430;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;223;
431;Envoyer des pétitions, lettres ouvertes, tracts;223;
432;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;224;
433;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;224;
434;Organiser des discussions informelles ou des réunions en tête-à-tête;225;
435;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;225;
436;Organiser des discussions informelles ou des réunions en tête-à-tête;226;
437;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;226;
438;Organiser des discussions informelles ou des réunions en tête-à-tête;227;
439;Etablir une correspondance régulière (par courriel, par courrier…);227;
440;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;227;
441;Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;228;
442;Envoyer des pétitions, lettres ouvertes, tracts;229;
443;Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;230;
444;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;231;
445;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;231;
446;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;232;
447;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;232;
448;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;233;
449;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;233;
450;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;234;
451;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;234;
452;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;235;
453;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;235;
454;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;236;
455;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;236;
456;Envoyer des pétitions, lettres ouvertes, tracts;236;
457;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;237;
458;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;237;
459;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;237;
460;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;238;
461;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;238;
462;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;239;
463;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;239;
464;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;240;
465;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;240;
466;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;241;
467;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;241;
468;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;242;
469;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;242;
470;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;243;
471;Envoyer des pétitions, lettres ouvertes, tracts;243;
472;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;244;
473;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;244;
474;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;245;
475;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;245;
476;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;246;
477;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;246;
478;Autres : à préciser;247;Publication d'un magazine : Exigence Amiante
479;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;247;Publication d'un magazine : Exigence Amiante
480;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;247;Publication d'un magazine : Exigence Amiante
481;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;247;Publication d'un magazine : Exigence Amiante
482;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;248;
483;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;248;
484;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;249;
485;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;249;
486;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;250;
487;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;250;
488;Organiser des discussions informelles ou des réunions en tête-à-tête;251;
489;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;251;
490;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;251;
491;Organiser des discussions informelles ou des réunions en tête-à-tête;252;
492;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;252;
493;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;253;
494;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;253;
495;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;254;
496;Organiser des discussions informelles ou des réunions en tête-à-tête;255;
497;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;255;
