;representants_id;denomination_affiliation;identifiant_national_affiliation;type_identifiant_national_affiliation
359;190;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
360;194;SYNDICAT SYNTEC RELATIONS PUBLIQUES;419999271;SIREN
361;196;ASSOCIATION NATIONALE DES LIGUES DE SPORT PROFESSIONNEL;494271935;SIREN
362;197;ASSOCIATION PROFESSIONNELLE DES EMETTEURS DE TITRES RESTAURANT  APETR;W751228056;RNA
363;198;SECOURS CATHOLIQUE;775666696;SIREN
364;199;SYNTEC NUMERIQUE;384719001;SIREN
365;200;FEDERATION DES PROMOTEURS IMMOBILIERS DE FRANCE;784312332;SIREN
366;200;FEDERATION SOCIETES IMMOBILIER FONCIERES;784855405;SIREN
367;200;CONSEIL NATIONAL DES CENTRES COMMERCIAUX;349047373;SIREN
368;200;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
369;202;GROUPEMENT INDUSTR FSES AERONAUT SPACIAL;784668394;SIREN
370;202;GROUPE INDUSTRIE MATERIEL DEFENSE TERRES;344322722;SIREN
371;202;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
372;202;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
373;202;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
374;204;HUBSTART PARIS REGION;438236697;SIREN
375;204;ROISSY DEVELOPPEMENT;484496757;SIREN
376;204;RESEAU ENTREPRENDRE VAL D OISE;522977099;SIREN
377;204;PLANET'AIRPORT;W952000029;RNA
378;204;GROUPEMENT D'INTERET PUBLIC EMPLOI ROISSY CHARLES DE GAULLE;130018112;SIREN
379;205;ALLIANCE FRANCAISE DES INDUSTRIES DU NUMERIQUE;438608630;SIREN
380;205;ALLIANCE DES COMPOSANTS ET SYSTEMES POUR L'INDUSTRIE ELECTRONIQUE;798778965;SIREN
381;208;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
382;208;FERERATION REG SYNDICATS EXPL AGRIGOLES;351545512;SIREN
383;209;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
384;212;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
385;212;CGPME COMMUNICATION;438965352;SIREN
386;212;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
387;213;UNION FRANÇAISE DES OEUVRES LAÏQUES D'ÉDUCATION PHYSIQUE (UFOLEP);W751011816;RNA
388;213;SPORSORA;420523425;SIREN
389;214;FEDERATION DES ENTREPRISES DU RECYCLAGE;784358749;SIREN
390;214;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
391;214;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
392;215;FEDERATION DES PRESTATAIRES DE SANTE A DOMICILE;798748349;SIREN
393;215;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
394;215;SYNTEC NUMERIQUE;384719001;SIREN
395;218;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
396;218;BRF;808456214;SIREN
397;218;ILEC;798379723;SIREN
398;218;INSTITUT DE L'ECONOMIE CIRCULAIRE;790867493;SIREN
399;218;TRANSPARENCY INTERNATIONAL FRANCE;425138393;SIREN
400;219;ASSOCIATION FER DE FRANCE;801998311;SIREN
401;219;GROUP AUTORITE RESP TRANSPORT;322441817;SIREN
402;219;UNION  TRANSPORTS PUBLICS FERROVIAIRES;784408643;SIREN
403;219;FEDERAT INDUSTRI FERROVIAIRE;784312100;SIREN
404;219;AVENIR TRANSPORTS;439476250;SIREN
405;219;ASS DES REGIONS DE FRANCE;421466244;SIREN
406;219;FRANCE INDUSTRIE;840718597;SIREN
407;219;TRANSPORT DEVELOP INTERMODALITE ENVIRON;439721978;SIREN
408;220;UNION METIER INDUS HOTELLERIE FORMATION;444038327;SIREN
409;222;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
410;223;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
411;224;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
412;224;MOUV ENTREPRI FRANCE MEDEF ILE DE FRANCE;784717423;SIREN
413;226;UNIFAF;479939449;SIREN
414;227;ASSOCIATION DES ASSUREURS MUTUALISTES;822879201;SIREN
415;227;ASS FRANCAISE DE LA GESTION FINANCIERE;784362584;SIREN
416;227;PARIS EUROPLACE;393769252;SIREN
417;227;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
418;228;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
419;228;ASSOCIATION FRANCAISE DE DROIT CONSTITUTIONNEL;441977931;SIREN
420;228;ALL INDIAN ASSOCIATION OF INDUSTRIES (AIAI);H587793087;HATVP
421;229;LA FABRIQUE DE L INDUSTRIE;750263287;SIREN
422;229;ALLIANCE POUR L'INDUSTRIE DU FUTUR;W922009584;RNA
423;229;ASSOCIATION NATIONALE DE LA RECHERCHE ET DE LA TECHNOLOGIE - ANRT -;784668717;SIREN
424;229;COE REXECODE;784361164;SIREN
425;230;ASSOCIATION AGENCES CONSEILS COMMUNICAT;784856122;SIREN
426;230;SYNDICAT SYNTEC RELATIONS PUBLIQUES;419999271;SIREN
427;231;ALLIANCE CONTRE LE TABAC;383552676;SIREN
428;232;SYND INTERPROFESSIONNEL DU CUIR   CONSEIL NATIONAL DU CUIR;784410714;SIREN
429;236;ASSOCIATION AGENCES CONSEILS COMMUNICAT;784856122;SIREN
430;236;GROUPEMENT SYNDICAT SYNTEC ETUDE CONSEIL;420512766;SIREN
431;236;COMMUNICATION & ENTREPRISE;784178766;SIREN
432;236;EUROPEAN AMERICAN CHAMBER OF COMMERCE FRANCE;784854358;SIREN
433;236;AMERICAIN CHAMBER OF COMMERC;784357329;SIREN
434;236;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
435;237;CONFEDERATION GENERALE ALIMENTAT.DETAIL;784717225;SIREN
436;238;ASS  INSTITUT BENJAMIN DELESSERT;428468540;SIREN
437;239;JEUNES AGRICULTEURS OCCITANIE;408692929;SIREN
438;241;SYND NAT DE LA RESTAURATION COLLECTIVE;422475962;SIREN
439;244;SYND INDUST MEDICAM VETERIN REACTIF;423203645;SIREN
440;245;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
441;246;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
442;246;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
443;246;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
444;246;ATOUT FRANCE AGENCE FRANCAISE DE DEVELOPPEMENT TOURISTIQUE;340709211;SIREN
445;246;OFFICE DE TOURISME ET DES CONGRES PARIS;775671373;SIREN
446;246;ASSOCIATION FRANCAISE DE NORMALISATION;775724818;SIREN
447;246;FEDER SYND SOC ETUDES CONSEILS;784179426;SIREN
448;246;CENTRE ETUDE DIRECTEURS ASSOCIAT PROFESS;344299425;SIREN
449;247;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
450;248;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
451;248;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
452;249;FESAC;484376678;SIREN
453;250;FEDER FRANC MARCHE INTERET NAT;775647514;SIREN
454;252;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
455;254;ASSOCIATION DES AVOCATS LOBBYISTES;W751210486;RNA
456;255;ALLIANCE POUR LA RECHERCHE ET L'INNOVATION DES INDUSTRIES DE SANTE;407666544;SIREN
457;256;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
458;256;FED REG SYND EXPLOIT AGRICOLE BRETAGNE;399989433;SIREN
459;257;REVIPAC;390766343;SIREN
460;257;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
461;259;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
462;260;L'INTERASSOCIATIVE LESBIENNE GAIE BI ET TRANS INTER LGBT;W751142445;RNA
463;260;CENTRE LESBIEN, GAI, BI ET TRANS DE PARIS ET D'ÎLE-DE-FRANCE;W751109112;RNA
464;260;EUROPEAN LGBT POLICE ASSOCIATION;H476335993;HATVP
465;261;ASSOCIATION DE VEILLE ET D'INFORMATION CIVIQUE SUR LES ENJEUX DES NANOSCIENC ET DES NANOTECHNOLOG;529849663;SIREN
466;261;RESEAU ENVIRONNEMENT SANTE;512241456;SIREN
467;261;COLLECTIF DES ASSOCIATIONS CITOYENNES;425110103;SIREN
468;262;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
469;262;CONFEDERATION GENERALE ALIMENTAT.DETAIL;784717225;SIREN
470;262;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
471;262;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
472;263;L'ALLIANCE 7;381436666;SIREN
473;263;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
474;266;UNION OPTICIENS DE FRANCE;784451015;SIREN
475;266;SYNDICAT NATIONAL DES OPTICIENS REUNIS;479951832;SIREN
476;271;ORDRE DES AVOCATS A LA COUR DE PARIS;302979075;SIREN
477;271;ALINEA AVOCATS ASSOCIES;818695728;SIREN
478;271;ASSOCIATION DES AVOCATS LOBBYISTES;W751210486;RNA
479;272;CPME Morbihan;450856190;SIREN
480;273;UNION  TRANSPORTS PUBLICS FERROVIAIRES;784408643;SIREN
481;274;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
482;275;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
483;276;OFFICE DE TOURISME ET DES CONGRES PARIS;775671373;SIREN
484;279;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
485;280;SYNDICAT NATIONAL DES ACCOUVEURS;390571107;SIREN
486;280;SYND NAL INDUSTRIE NUTRITION ANIMALE;784312589;SIREN
487;280;COOP DE FRANCE;784179665;SIREN
488;280;ASS CONFEDERATION FRANCAISE AVICULTURE;439775461;SIREN
489;280;FEDERATION NATIONALE DES SYNDICATS D EXPLOITATIONS AGRICOLES;530810944;SIREN
490;280;JEUNES AGRICULTEURS;784853970;SIREN
491;280;COORDINATION RURALE - UNION NATIONALE;401348552;SIREN
492;280;CONFEDERATION PAYSANNE;383316916;SIREN
493;280;FEDERATION DES INDUSTRIES AVICOLES;400695680;SIREN
494;280;FEDERATION DU COMMERCE ET DE LA DISTRIBUTION;809768047;SIREN
495;280;CONFEDERATION FRANCAISE DE LA BOUCHERIE - BOUCHERIE CHARCUTERIE - TRAITEURS;784717357;SIREN
496;280;SYNDICAT POUR LA RESTAURATION COLLECTIVE;200025443;SIREN
497;280;RESTAU'CO;493809586;SIREN
498;280;FENSCOPA;450360185;SIREN
499;280;ASSOCIATION DES ORGANISATIONS DE PRODUCTION DE VOLAILLES (AOPV);W751226599;RNA
500;280;COMITE NATIONAL DES ABATTOIRS ET DECOUPE;777327289;SIREN
501;281;FEDALIM;440577674;SIREN
502;282;UNION NATIONALE DES PROFESSIONS LIBERALES;302991591;SIREN
503;284;LENICA;822597118;SIREN
504;285;CAPEB VENDEE;786447912;SIREN
505;285;COMITE GENERAL DE L ALIMENTATION DE DETAIL DE VENDEE;501000152;SIREN
506;285;CONFED NAT ARTISANAT METIERS SERV VENDEE;440842474;SIREN
507;285;CNATP VENDEE;503575441;SIREN
508;285;UNION NATIONALE DES PROFESSIONS LIBERALES - UNAPL VENDEE;W852006483;RNA
509;286;NEXEM;817664659;SIREN
510;288;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
511;288;ASS  FENACEREM;428499891;SIREN
512;288;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
513;288;CONSEIL NATIONAL DES CENTRES COMMERCIAUX;349047373;SIREN
514;288;FEDERATION DU COMMERCE ET DE LA DISTRIBUTION;809768047;SIREN
515;288;UNION DES ANNONCEURS;784669533;SIREN
516;288;ASS PROMOTION COMMERCE SERVICE SPECIALIS;303432934;SIREN
517;288;MEDEF DE L'EST PARISIEN;424430346;SIREN
518;288;PERFORMANCE INVEST FIABILITE ECON;321702755;SIREN
519;293;GROUP NAT INTERPRO SEMEN PLANT;775657398;SIREN
520;293;UNION FRANCAISE DES SEMENCIERS;518905484;SIREN
521;293;COOP DE FRANCE;784179665;SIREN
522;294;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
523;295;FEDERA NAT SYNDICAL ASSAINISSE VANID;784408833;SIREN
524;295;UNION SYNDIC ENTREP DE CHIMIE ILE FRANCE;784357923;SIREN
525;295;SYNDICAT NATIONAL DES ENTREPRENEURS DE LA FILIERE;413455304;SIREN
526;295;CONSEIL NATIONAL PROFESSIONS AUTOMOBILE;775688450;SIREN
527;295;SYNDICAT INDUSTRIE COMMERCE RECUPERATIOM;784358558;SIREN
528;296;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
529;297;ASSOCIATION DES BRASSEURS DE FRANCE;775671654;SIREN
530;297;ILEC;798379723;SIREN
531;297;UNION DES ANNONCEURS;784669533;SIREN
532;297;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
533;297;AVEC MODERATION;393501812;SIREN
534;300;UNION NATIONALE DES ENTREPRISES DE COIFFURE;775659741;SIREN
535;305;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
536;305;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
537;305;PARIS EUROPLACE;393769252;SIREN
538;307;RESEAU ACTION CLIMAT FRANCE;422466201;SIREN
539;307;LA LIGUE DE L'ENSEIGNEMENT;775666415;SIREN
540;307;CIRSES;799865886;SIREN
541;307;ANIMA'FAC;408560209;SIREN
542;310;COORDI SOLIDARITE URGENCE DEVELOPPEMENT;398699538;SIREN
543;312;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
544;312;UNION DES ANNONCEURS;784669533;SIREN
545;312;SYNDIC NATION VENTE ET SERVICES AUTOMAT;784717498;SIREN
546;312;BOISSONS ENERGISANTES FRANCE;H250428053;HATVP
547;314;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
548;314;GROUPEMENT DES PROFESSIONNELS DES CERTIFICATS D'ECONOMIES D'ENERGIE (GPC2E);W133019766;RNA
549;316;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
550;317;UNION DES FAMILLES LAIQUES - UFAL;402908685;SIREN
551;317;UNION DEP ASSOC FAMILIALES;784971533;SIREN
552;318;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
553;318;ASSOCIATION INTERCEREALES;452007545;SIREN
554;318;ASS UTILISATEURS TRANSPORTS FRET;393985890;SIREN
555;319;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
556;319;40 MILLIONS D' AUTOMOBILISTES;488383209;SIREN
557;319;ASS EUROPEEN VEHICULE ELECTRIQ ROUTIERS;381166792;SIREN
558;319;MEDEF;499438000;SIREN
559;319;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
560;319;UNION DES ENTREPRISES DE PROXIMITE;349681098;SIREN
561;319;ASSOCIATION FRANCAISE POUR L'HYDROGENE ET LES PILES A COMBUSTIBLE;419636303;SIREN
562;319;UNION ROUTIERE DE FRANCE;784361701;SIREN
563;319;AUTOMOBILE CLUB DE FRANCE;775671324;SIREN
564;319;ASS NATIONALE FORMATION AUTOMOBILE;784671497;SIREN
565;319;GROUPEMENT NATIONAL FORMATION AUTOMOBILE;399777929;SIREN
566;320;FEDERATION INTERNATIONALE DES AUTORITES HIPPIQUES (FIAH);H303068753;HATVP
567;322;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
568;323;ASS GPE INT POUR PHARMACIE DE RECHERCHE;401255468;SIREN
569;323;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
570;323;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
571;323;AMCHAM EVENTS;800417891;SIREN
572;323;UNION DES ANNONCEURS;784669533;SIREN
573;324;DONORS AND FOUNDATIONS NETWORKS IN EUROPE;H818585345;HATVP
574;325;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
575;326;FEDERATION BANCAIRE FRANCAISE;434987582;SIREN
576;326;FRANCE INVEST;349165779;SIREN
577;326;ASSOCIATION FRANCAISE DES SOCIETES FINANCIERES ASF;W751004754;RNA
578;327;ASSOCIATION D'ECONOMIE FINANCIERE;351445002;SIREN
579;327;COMITE FRANCAIS D ORGANISATION ET DE NORMALISATION BANCAIRES;510363039;SIREN
580;327;CENTRE NATIONAL PROFESSSIONS FINANCIERES;784854069;SIREN
581;327;FEDERATION BANCAIRE FRANCAISE;434987582;SIREN
582;327;INSTITUT POUR L EDUCATION FINANCIERE DU PUBLIC;784717001;SIREN
583;327;MEDEF;322826512;SIREN
584;327;ORIAS;789563152;SIREN
585;327;ASS  A F E C E I;428419287;SIREN
586;328;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
587;329;UNION INDUSTRIES ENTR EAU ENVIRONNEMENT;784357543;SIREN
588;333;FEDERAT FRANCAISE MAGASINS DE BRICOLAGE;324096783;SIREN
589;334;ASSOCIATION FRANCAISE DES PRODUCTEURS DE PRODUITS DE BIOCONTROLE;793600313;SIREN
590;337;ASSOCIATION FRANÇAISE DES JEUX EN LIGNE (AFJEL);W751209201;RNA
591;339;FEDERATION DE LA PLASTURGIE ET DES COMPOSITES;304153927;SIREN
592;341;CHAMBRE NATIONALE PROFESSIONS LIBERALES;314655937;SIREN
593;342;JEUNES AGRICULTEURS GRAND EST;528510993;SIREN
594;343;CENELEC;H859327368;HATVP
595;343;COMITE EUROPEEN DE NORMALISATION (CEN);H457303642;HATVP
596;344;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
597;345;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PAYS DE LA LOIRE;184401289;SIREN
598;347;SYND NAT DE LA RESTAURATION COLLECTIVE;422475962;SIREN
599;349;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
600;349;SYND NAT DE LA RESTAURATION COLLECTIVE;422475962;SIREN
601;349;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
602;351;ASSOCIATION FRANÇAISE DU GAZ (AFG);W922005613;RNA
603;351;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
604;351;FRANCE BIOMETHANE;W343019670;RNA
605;351;ASSOCIATION FRANCAISE POUR L'HYDROGENE ET LES PILES A COMBUSTIBLE;419636303;SIREN
606;351;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
607;351;FRANCE GAZ RENOUVELABLES;H967846231;HATVP
608;352;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
609;353;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
610;353;CGPME COMMUNICATION;438965352;SIREN
611;355;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
612;356;UNION  TRANSPORTS PUBLICS FERROVIAIRES;784408643;SIREN
613;356;INSTITUT DE LA GESTION DELEGUEE;407693837;SIREN
614;356;FEDERATION NATIONALE TRANSPORT VOYAGEURS;393264379;SIREN
615;357;UNION DES ENTREPRISES DE PROXIMITE;349681098;SIREN
616;358;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
617;358;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
618;358;ALLIANCE POUR L'INDUSTRIE DU FUTUR;813297710;SIREN
619;358;UNION INDUSTRIES METALLURGIQUES MINIERES;784717191;SIREN
620;358;AVENIR TRANSPORTS;439476250;SIREN
621;358;CONSEIL DES INDUSTRIES DE LA CONFIANCE ET DE LA SECURITE;829519289;SIREN
622;360;SYNDICAT DES MEDIAS DE SERVICE PUBLIC;798695391;SIREN
623;360;GROUPEMENT EDITEURS SERVICES EN LIGNE;347769879;SIREN
624;361;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
625;364;FED NAT ASS SOUS-OFF RESERVE;784313538;SIREN
626;364;UNION NAT OFFICIERS RESERVE;784180804;SIREN
627;368;LE MOUVEMENT ASSOCIATIF;430349100;SIREN
628;368;CONSEIL NAL DES EMPLOYEURS ASSOCIATIFS;483326518;SIREN
629;368;OBSERVATOIRE NATIONAL VLEJ;429836125;SIREN
630;370;SYND NAT ETS RETRAITE PERSONNES AGEES;440687226;SIREN
631;370;COM'PUBLICS;398995142;SIREN
632;370;E H P A FORMATION;432843548;SIREN
633;370;ALTEUS CONSEIL;522833250;SIREN
634;372;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
635;372;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
636;372;FENARIVE;428495535;SIREN
637;372;ASSO DES ENTREP DU BASSIN ADOUR GARONNE;445148570;SIREN
638;372;ASS PREVENT POLLUT INDUST PROTECT ENVIRO;398581611;SIREN
639;372;ASSOCIATION DES RIVERAINS DE FRANCE;449303841;SIREN
640;372;SOC HYDROTECHNIQUE DE FRANCE;784309056;SIREN
641;373;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
642;375;FEDER FR AGCES PRESSE ET INFORM AUDIOVIS;784204703;SIREN
643;375;FESAC;484376678;SIREN
644;375;ASSOCIATION DE MEDIATION ET D'ARBITRAGE PROFESSIONNEL DE L'AUDIOVISUEL;753747914;SIREN
645;376;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
646;377;JEUNES AGRICULTEURS BOURGOGNE FRANCHE-COMTE;430005942;SIREN
647;378;UNIDEN;434856894;SIREN
648;379;SYNTEC NUMERIQUE;384719001;SIREN
649;379;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
650;379;FEDERATION DES INDUSTRIES DES RESEAUX D INITIATIVE PUBLIQUE;790734990;SIREN
651;382;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
652;383;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
653;383;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
654;383;ASS GPE INT POUR PHARMACIE DE RECHERCHE;401255468;SIREN
655;383;EUROPEAN AMERICAN CHAMBER OF COMMERCE FRANCE;784854358;SIREN
656;384;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
657;386;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
658;386;ASS GPE INT POUR PHARMACIE DE RECHERCHE;401255468;SIREN
659;387;DIALOGUES;479789877;SIREN
660;387;COMITE FRANC ENVIRON DEVELOP DURABLE;399155779;SIREN
661;387;ASSOCIATION EUROSUD TRANSPORT;387841315;SIREN
662;387;ASSOCIATION CONFRONTATIONS;387716798;SIREN
663;387;INSTITUT DE L ENTREPRISE;302655154;SIREN
664;387;COMITE FRANCAIS DE L ASSOS MONDIALE DE LA ROUTE;491914370;SIREN
665;387;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
666;387;INSTITUT NATIONAL DE RECHERCHES ARCHEOLOGIQUES PREVENTIVES;180092264;SIREN
667;387;INSTITUT DES ROUTES DES RUES ET DES INFRASTRUCTURES POUR LA MOBILITE;420200271;SIREN
668;387;UNION ROUTIERE DE FRANCE;784361701;SIREN
669;387;TRANSPORT DEVELOP INTERMODALITE ENVIRON;439721978;SIREN
670;387;CERCLE FRANCAIS DE L EAU;383309044;SIREN
671;387;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
672;389;FEDERATION DU COMMERCE ET DE LA DISTRIBUTION;809768047;SIREN
673;389;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
674;389;UNION DES ANNONCEURS;784669533;SIREN
675;389;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
676;391;FEDERATION FR DES INDUSTRIES DE SANTE;481770725;SIREN
677;391;CONSEIL INTERPROFESSIONNEL DE L OPTIQUE CIO;502259054;SIREN
678;393;MOUV ENTREPRI FRANCE MEDEF ILE DE FRANCE;784717423;SIREN
679;396;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
680;398;UNION NATIONALE DES ASSOCIATIONS AGREEES DU SYSTEME DE SANTE;481370039;SIREN
681;399;FEDERATION DES INDUSTRIES MECANIQUES;775671688;SIREN
682;400;FEDERATION NATIONALE DES OFFICES PUBLICS DE L'HABITAT;428437529;SIREN
683;400;UNION SOCIALE POUR HABITAT REG CTRE;421013012;SIREN
684;400;UNION NATIONALE FEDERATION H L M;775697907;SIREN
685;401;FEDERATION JUMEAUX ET PLUS;W751227364;RNA
686;401;UNION DEPART ASS FAMILIALES 92;785443482;SIREN
687;403;ASSOCIATION FRANCAISE DE NORMALISATION;775724818;SIREN
688;403;MISSION ECOTER;421891938;SIREN
689;403;AMIF PARTENAIRES;395254659;SIREN
690;403;RESEAU GESAT;381727833;SIREN
691;403;FEDERATION NATIONALE DES TP - FNTP;784359788;SIREN
692;403;GROUP IND MAT EQUIP ELEC ELECT;305061855;SIREN
693;403;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
694;403;TRANSPORT DEVELOP INTERMODALITE ENVIRON;439721978;SIREN
695;403;RESEAU DES TERRITOIRES INNOVANTS;514025832;SIREN
696;403;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
697;403;ADVANCITY;487828097;SIREN
698;403;ASSOCIATION FRANCAISE DES CORRESPONDANTS A LA PROTECTION DES DONNEES A CARACTERE PERSONNEL;503314353;SIREN
699;403;ORGANISATION PROFESSIONNELLE DE LA PREVENTION DANS LE BATIMENT ET TRAVAUX PUBLICS;775725914;SIREN
700;403;SYNDICAT ENTREPRISES DE GENIE ELECTRIQUE;784357550;SIREN
701;404;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
702;404;AFEP;391358363;SIREN
703;404;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
704;404;ASSOCIATION NATIONALE DES OPERATEURS DETAILLANTS EN ENERGIE;W751178527;RNA
705;404;ASSOCIATION FRANCAISE DU GAZ;784854820;SIREN
706;404;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
707;404;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
708;404;UPRIGAZ(UNION PROF.INDUSTRIES PRIV. GAZ);429801665;SIREN
709;404;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
710;404;INSTITUT DE L ENTREPRISE;302655154;SIREN
711;404;ASSOCIATION NAT SOCIETES PAR ACTIONS;784718561;SIREN
712;404;ASS FRANCAISE JURISTES ENTREPRISES;431589076;SIREN
713;404;EVOLEN;534585419;SIREN
714;404;UNION DES ANNONCEURS;784669533;SIREN
715;405;ASS FRANCAISE ENTREPRISES INVESTISSEMENT;348036278;SIREN
716;405;PARIS EUROPLACE;393769252;SIREN
717;407;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
718;407;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
719;408;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
720;409;CCI FRANCE;187500020;SIREN
